"","Scientific name","Common name","URL","EPPO.Codes","CABI.Estimated.hosts","CABI.Host.range","EPPO.Estimated.hosts","EPPO.Host.range","First.Outbreak","First.Year.Reported","CABI.Number.of.Locations","CABI.Countries.Located","CABI.States.Located","EPPO.Number.of.Locations","EPPO.States.Located","EPPO.Countries.Located","Agent.type","Family","Genus","Climate.associated","Temp.Min","Temp.Max","Alititude.Lower","Alititude.Upper","Rainfall.Regime","Vector.type","Vector.agent"
"313","Lepidium perfoliatum","clasping pepperweed","https://www.cabi.org/isc/datasheet/115212","0","NA","NA","0","","Estonia","1862","95","c(""Asia"", ""Afghanistan"", ""Armenia"", ""Azerbaijan"", ""China"", ""Georgia"", ""India"", ""Iran"", ""Iraq"", ""Japan"", ""Kazakhstan"", ""Kyrgyzstan"", ""Lebanon"", ""North Korea"", ""Pakistan"", ""South Korea"", ""Syria"", ""Tajikistan"", ""Turkey"", ""Turkmenistan"", ""Uzbekistan"", ""Europe"", ""Albania"", ""Austria"", ""Belarus"", ""Belgium"", ""Bosnia and Herzegovina"", ""Bulgaria"", ""Croatia"", ""Cyprus"", ""Czechia"", ""Denmark"", ""Estonia"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Iceland"", ""Ireland"", ""Latvia"", ""Lithuania"", ""Netherlands"", 
""North Macedonia"", ""Norway"", ""Poland"", ""Romania"", ""Russia"", ""Serbia"", ""Spain"", ""Sweden"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Canada"", ""Mexico"", ""United States"", ""Oceania"", ""Australia"", ""South America"", ""Argentina"")","c(""-Gansu"", ""-Jiangsu"", ""-Liaoning"", ""-Shanxi"", ""-Xinjiang"", ""-Uttar Pradesh"", ""-Kyushu"", ""-Shikoku"", ""-Eastern Siberia"", ""-Southern Russia"", ""-Channel Islands"", ""-Alberta"", ""-British Columbia"", ""-Ontario"", ""-Quebec"", ""-Saskatchewan"", ""-Alaska"", ""-Arizona"", ""-California"", ""-Colorado"", ""-Connecticut"", ""-Idaho"", ""-Kansas"", ""-Missouri"", ""-Nebraska"", ""-New York"", ""-Oregon"", ""-Utah"", ""-Washington"", ""-Wyoming"", ""-New South Wales"", ""-Queensland"", ""-South Australia"", ""-Western Australia"")","0","","","Plantae"," Brassicaceae                            "," Lepidium                                ","c(""BS - Steppe climate"", ""BW - Desert climate"", ""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"", ""Ds - Continental climate with dry summer"", ""Dw - Continental climate with dry winter"")","NA","34","NA","NA","254 - 1651","NA","NA"
"314","Ehrharta calycina","perennial veldtgrass","https://www.cabi.org/isc/datasheet/114037","0","NA","NA","0","","Egypt","1950","29","c(""Africa"", ""Egypt"", ""Lesotho"", ""Namibia"", ""South Africa"", ""Tunisia"", ""Asia"", ""India"", ""Europe"", ""Portugal"", ""Spain"", ""North America"", ""United States"", ""Oceania"", ""Australia"", ""New Zealand"", ""South America"", ""Chile"", ""Uruguay"")","c(""-Balearic Islands"", ""-California"", ""-Hawaii"", ""-Nevada"", ""-Texas"", ""-New South Wales"", ""-South Australia"", ""-Tasmania"", ""-Victoria"", ""-Western Australia"")","0","","","Plantae"," Poaceae                            "," Ehrharta                                ","c(""BS - Steppe climate"", ""BW - Desert climate"", ""Cs - Warm temperate climate with dry summer"")","NA","NA","NA","NA","250 - 750","NA","NA"
"315","Fallopia sachalinensis","giant knotweed","https://www.cabi.org/isc/datasheet/107744","0","NA","NA","0","","-Northern Russia","1864","92","c(""Africa"", ""South Africa"", ""Asia"", ""India"", ""Japan"", ""Europe"", ""Austria"", ""Belarus"", ""Belgium"", ""Bulgaria"", ""Croatia"", ""Cyprus"", ""Czechia"", ""Denmark"", ""Estonia"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Iceland"", ""Ireland"", ""Italy"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Netherlands"", ""Norway"", ""Poland"", ""Romania"", ""Russia"", ""Serbia"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Canada"", ""United States"", ""Oceania"", ""Australia"", 
""New Zealand"", ""South America"", ""Chile"")","c(""-West Bengal"", ""-Hokkaido"", ""-Honshu"", ""-Central Russia"", ""-Northern Russia"", ""-Russian Far East"", ""-Southern Russia"", ""-British Columbia"", ""-New Brunswick"", ""-Newfoundland and Labrador"", ""-Nova Scotia"", ""-Nunavut"", ""-Ontario"", ""-Prince Edward Island"", ""-Quebec"", ""-Alaska"", ""-California"", ""-Connecticut"", ""-Delaware"", ""-Idaho"", ""-Illinois"", ""-Kentucky"", ""-Louisiana"", ""-Maine"", ""-Maryland"", ""-Massachusetts"", ""-Michigan"", ""-Minnesota"", ""-Montana"", ""-New Hampshire"", ""-New Jersey"", ""-New York"", ""-North Carolina"", 
""-Ohio"", ""-Oregon"", ""-Pennsylvania"", ""-Rhode Island"", ""-Tennessee"", ""-Vermont"", ""-Virginia"", ""-Washington"", ""-West Virginia"", ""-Wisconsin"", ""-New South Wales"", ""-Victoria"")","0","","","Plantae"," Polygonaceae                            "," Fallopia                                ","c(""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"", ""Df - Continental climate, wet all year"", ""Ds - Continental climate with dry summer"", ""Dw - Continental climate with dry winter"")","-40","0","NA","NA","500 - 1200","NA","NA"
"316","oomycete infections in fish",NA,"https://www.cabi.org/isc/datasheet/71941","0","0","","0","","","0","0","","","0","","","",NA,NA,"","0","0","0","0","","",""
"317","Deroceras invadens","tramp slug","https://www.cabi.org/isc/datasheet/121099","0","14","c(""Asparagus officinalis (asparagus)"", ""Avena sativa (oats)"", ""Brassica napus"", ""Brassica oleracea (cabbages, cauliflowers)"", ""Brassica rapa (field mustard)"", ""Cucurbita maxima (giant pumpkin)"", ""Cucurbita pepo (marrow)"", ""Daucus carota (carrot)"", ""Fragaria vesca (wild strawberry)"", ""Hordeum vulgare (barley)"", ""Lactuca sativa (lettuce)"", ""Solanum tuberosum (potato)"", ""Triticum aestivum (wheat)"", ""Triticum durum"")","0","","United Kingdom","1930","63","c(""Africa"", ""Egypt"", ""Kenya"", ""Saint Helena"", ""South Africa"", ""Asia"", ""Israel"", ""Europe"", ""Andorra"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Croatia"", ""Czechia"", ""Denmark"", ""Faroe Islands"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Monaco"", ""Montenegro"", ""Netherlands"", ""Norway"", ""Poland"", ""Portugal"", ""San Marino"", ""Slovakia"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""North America"", ""Canada"", ""Costa Rica"", ""Mexico"", ""Panama"", ""United States"", ""Oceania"", ""Australia"", 
""New Zealand"", ""South America"", ""Argentina"", ""Brazil"", ""Chile"", ""Colombia"", ""Ecuador"", ""Peru"")","c(""-Tristan da Cunha"", ""-Corsica"", ""-Azores"", ""-Madeira"", ""-Canary Islands"", ""-British Columbia"", ""-Quebec"", ""-California"", ""-Colorado"", ""-Oregon"", ""-Utah"", ""-Washington"")","0","","",NA," Limacidae                                    "," Deroceras                                        ","c(""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Ds - Continental climate with dry summer"", ""ET - Tundra climate"")","NA","NA","NA","NA",NA,"NA","NA"
"318","Anser indicus","bar-headed goose","https://www.cabi.org/isc/datasheet/94089","0","NA","NA","0","","Norway","1871","74","c(""Asia"", ""Afghanistan"", ""Bangladesh"", ""Bhutan"", ""China"", ""India"", ""Japan"", ""Kazakhstan"", ""Kyrgyzstan"", ""Laos"", ""Mongolia"", ""Myanmar"", ""Nepal"", ""Pakistan"", ""South Korea"", ""Tajikistan"", ""Thailand"", ""Uzbekistan"", ""Vietnam"", ""Europe"", ""Austria"", ""Belgium"", ""Croatia"", ""Czechia"", ""Denmark"", ""Estonia"", ""Finland"", ""France"", ""Germany"", ""Iceland"", ""Italy"", ""Latvia"", ""Netherlands"", ""Norway"", ""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Ukraine"", ""United Kingdom"", ""North America"", 
""Canada"", ""United States"", ""Oceania"", ""Federated States of Micronesia"", ""Guam"", ""Palau"")","c(""-Gansu"", ""-Guizhou"", ""-Inner Mongolia"", ""-Jiangsu"", ""-Qinghai"", ""-Shaanxi"", ""-Shanxi"", ""-Sichuan"", ""-Tibet"", ""-Xinjiang"", ""-Yunnan"", ""-Andhra Pradesh"", ""-Assam"", ""-Bihar"", ""-Haryana"", ""-Jammu and Kashmir"", ""-Karnataka"", ""-Madhya Pradesh"", ""-Odisha"", ""-Rajasthan"", ""-Tamil Nadu"", ""-Western Siberia"", ""-Channel Islands"", ""-Florida"")","0","","",NA," Anatidae                            "," Anser                                ","c(""Aw - Tropical wet and dry savanna climate"", ""BS - Steppe climate"", ""BW - Desert climate"", ""Cw - Warm temperate climate with dry winter"", ""Df - Continental climate, wet all year"", ""Ds - Continental climate with dry summer"", ""Dw - Continental climate with dry winter"", ""ET - Tundra climate"")","NA","NA","NA","NA",NA,"NA","NA"
"319","Cinnamomum camphora","camphor laurel","https://www.cabi.org/isc/datasheet/13519","0","NA","NA","0","","Réunion","1753","96","c(""Africa"", ""Algeria"", ""Egypt"", ""Ghana"", ""Kenya"", ""Madagascar"", ""Mauritius"", ""Réunion"", ""Sierra Leone"", ""South Africa"", ""Tanzania"", ""Togo"", ""Zimbabwe"", ""Asia"", ""Bangladesh"", ""Bhutan"", ""China"", ""India"", ""Indonesia"", ""Japan"", ""Laos"", ""Malaysia"", ""Myanmar"", ""Nepal"", ""North Korea"", ""Saudi Arabia"", ""South Korea"", ""Sri Lanka"", ""Syria"", ""Taiwan"", ""Vietnam"", ""Europe"", ""France"", ""Italy"", ""Russia"", ""Spain"", ""United Kingdom"", ""North America"", ""Costa Rica"", ""Cuba"", ""El Salvador"", ""Honduras"", ""Puerto Rico"", ""Trinidad and Tobago"", 
""United States"", ""Oceania"", ""Australia"", ""Cook Islands"", ""French Polynesia"", ""New Zealand"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Venezuela"")","c(""-Anhui"", ""-Fujian"", ""-Guangdong"", ""-Guangxi"", ""-Guizhou"", ""-Hainan"", ""-Hubei"", ""-Hunan"", ""-Jiangsu"", ""-Jiangxi"", ""-Sichuan"", ""-Yunnan"", ""-Zhejiang"", ""-Assam"", ""-Karnataka"", ""-Kerala"", ""-Tamil Nadu"", ""-Uttar Pradesh"", ""-West Bengal"", ""-Java"", ""-Honshu"", ""-Kyushu"", ""-Shikoku"", ""-Peninsular Malaysia"", ""-Southern Russia"", ""-Canary Islands"", ""-Alabama"", ""-California"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Louisiana"", ""-Mississippi"", ""-North Carolina"", ""-South Carolina"", ""-Texas"", ""-Lord Howe Island"", 
""-New South Wales"", ""-Queensland"", ""-Victoria"", ""-Rio Grande do Sul"")","0","","","Plantae"," Lauraceae                            "," Cinnamomum                                ","NA","-11","-6","50","2100","1000 - 2000","NA","NA"
"320","Delonix regia","flamboyant","https://www.cabi.org/isc/datasheet/18521","0","NA","NA","0","","Australia","1843","143","c(""Africa"", ""Angola"", ""Botswana"", ""Burundi"", ""Cameroon"", ""Chad"", ""Comoros"", ""Congo, Democratic Republic of the"", ""Djibouti"", ""Egypt"", ""Ethiopia"", ""Gabon"", ""Ghana"", ""Guinea"", ""Kenya"", ""Libya"", ""Madagascar"", ""Malawi"", ""Mali"", ""Mauritius"", ""Mayotte"", ""Mozambique"", ""Niger"", ""Réunion"", ""Rwanda"", ""Seychelles"", ""Sierra Leone"", ""Somalia"", ""South Africa"", ""Tanzania"", ""Togo"", ""Uganda"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""Bangladesh"", ""Bhutan"", ""British Indian Ocean Territory"", ""Brunei"", ""Cambodia"", ""China"", ""Hong Kong"", 
""India"", ""Indonesia"", ""Iran"", ""Japan"", ""Laos"", ""Malaysia"", ""Maldives"", ""Myanmar"", ""Nepal"", ""Oman"", ""Pakistan"", ""Philippines"", ""Singapore"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""Europe"", ""Portugal"", ""North America"", ""Antigua and Barbuda"", ""Bahamas"", ""Barbados"", ""Belize"", ""Bermuda"", ""British Virgin Islands"", ""Cayman Islands"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Netherlands Antilles"", 
""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""American Samoa"", ""Australia"", ""Christmas Island"", ""Cook Islands"", ""Federated States of Micronesia"", ""Fiji"", ""French Polynesia"", ""Guam"", ""Kiribati"", ""Marshall Islands"", ""Nauru"", ""New Caledonia"", ""Niue"", ""Northern Mariana Islands"", ""Palau"", ""Papua New Guinea"", ""Samoa"", ""Solomon Islands"", ""Tonga"", ""South America"", ""Argentina"", ""Bolivia"", 
""Brazil"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Rodrigues"", ""-Aldabra Islands"", ""-Chagos Archipelago"", ""-Fujian"", ""-Guangdong"", ""-Guangxi"", ""-Yunnan"", ""-Andaman and Nicobar Islands"", ""-Karnataka"", ""-Punjab"", ""-Java"", ""-Ryukyu Islands"", ""-Peninsular Malaysia"", ""-Madeira"", ""-Florida"", ""-Hawaii"", ""-Texas"", ""-New South Wales"", ""-Northern Territory"", ""-Queensland"", ""-Galapagos Islands"")","0","","","Plantae"," Fabaceae                            Subfamily: Caesalpinioideae                                "," Delonix                                    ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""BW - Desert climate"")","NA","NA","0","2000","700 - 1800","NA","NA"
"321","Erodium botrys","long-beaked stork's bill","https://www.cabi.org/isc/datasheet/114229","0","NA","NA","0","","Chile","1846","57","c(""Africa"", ""Algeria"", ""Morocco"", ""South Africa"", ""Tunisia"", ""Asia"", ""Iraq"", ""Israel"", ""Japan"", ""Jordan"", ""Lebanon"", ""Syria"", ""Turkey"", ""Europe"", ""Belarus"", ""Belgium"", ""Bulgaria"", ""Cyprus"", ""Czechia"", ""Federal Republic of Yugoslavia"", ""France"", ""Greece"", ""Italy"", ""Malta"", ""Netherlands"", ""Norway"", ""Poland"", ""Portugal"", ""Russia"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""North America"", ""United States"", ""Oceania"", ""Australia"", ""New Zealand"", ""South America"", ""Chile"")","c(""-Corsica"", ""-Madeira"", ""-Southern Russia"", ""-Balearic Islands"", ""-Canary Islands"", ""-California"", ""-Maine"", ""-Massachusetts"", ""-Oregon"", ""-Texas"", ""-Vermont"", ""-New South Wales"", ""-Northern Territory"", ""-South Australia"", ""-Tasmania"", ""-Victoria"", ""-Western Australia"")","0","","","Plantae"," Geraniaceae                            "," Erodium                                ","Cs - Warm temperate climate with dry summer","NA","NA","NA","NA",NA,"NA","NA"
"322","Artocarpus heterophyllus","jackfruit","https://www.cabi.org/isc/datasheet/1832","0","NA","NA","0","","Réunion","1780","50","c(""Africa"", ""Kenya"", ""Réunion"", ""Tanzania"", ""Uganda"", ""Asia"", ""Bangladesh"", ""Bhutan"", ""China"", ""India"", ""Indonesia"", ""Malaysia"", ""Myanmar"", ""Pakistan"", ""Philippines"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""Mexico"", ""United States"", ""Oceania"", ""Australia"", ""Federated States of Micronesia"", ""South America"", ""Brazil"")","c(""-Hainan"", ""-Andhra Pradesh"", ""-Assam"", ""-Chhattisgarh"", ""-Kerala"", ""-Tamil Nadu"", ""-Uttar Pradesh"", ""-Peninsular Malaysia"", ""-Florida"", ""-Hawaii"", ""-Amazonas"", ""-Bahia"", ""-Ceara"", ""-Distrito Federal"", ""-Espirito Santo"", ""-Paraiba"", ""-Parana"", ""-Pernambuco"", ""-Piaui"", ""-Rio de Janeiro"", ""-Rio Grande do Norte"", ""-Santa Catarina"", ""-Sao Paulo"")","0","","","Plantae"," Moraceae                            "," Artocarpus                                ","NA","-3","0","0","1600","900 - 4000","NA","NA"
"323","Anthemis cotula","dog fennel","https://www.cabi.org/isc/datasheet/5672","0","7","c(""Avena sativa (oats)"", ""Cicer arietinum (chickpea)"", ""Hordeum vulgare (barley)"", ""Lens culinaris subsp. culinaris (lentil)"", ""Pisum sativum (pea)"", ""Poaceae (grasses)"", ""Triticum aestivum (wheat)"")","0","","United Kingdom","1523","135","c(""Africa"", ""Algeria"", ""Egypt"", ""Libya"", ""Morocco"", ""Réunion"", ""South Africa"", ""Tunisia"", ""Asia"", ""Armenia"", ""Azerbaijan"", ""China"", ""Georgia"", ""Iran"", ""Iraq"", ""Israel"", ""Japan"", ""Jordan"", ""Lebanon"", ""Saudi Arabia"", ""South Korea"", ""Syria"", ""Turkey"", ""Europe"", ""Albania"", ""Austria"", ""Belarus"", ""Belgium"", ""Bulgaria"", ""Czechoslovakia"", ""Federal Republic of Yugoslavia"", ""Denmark"", ""Estonia"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Ireland"", ""Italy"", ""Latvia"", ""Lithuania"", ""Netherlands"", ""Norway"", 
""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Canada"", ""United States"", ""Oceania"", ""Australia"", ""New Zealand"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Chile"", ""Uruguay"")","c(""-Heilongjiang"", ""-Inner Mongolia"", ""-Jilin"", ""-Liaoning"", ""-Azores"", ""-Madeira"", ""-Canary Islands"", ""-Alberta"", ""-British Columbia"", ""-Manitoba"", ""-New Brunswick"", ""-Newfoundland and Labrador"", ""-Nova Scotia"", ""-Ontario"", ""-Prince Edward Island"", ""-Quebec"", ""-Saskatchewan"", ""-Yukon"", ""-Alabama"", ""-Alaska"", ""-Arizona"", ""-Arkansas"", ""-California"", ""-Colorado"", ""-Connecticut"", ""-Delaware"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Idaho"", ""-Illinois"", ""-Indiana"", ""-Iowa"", ""-Kansas"", ""-Kentucky"", ""-Louisiana"", 
""-Maryland"", ""-Massachusetts"", ""-Michigan"", ""-Minnesota"", ""-Mississippi"", ""-Missouri"", ""-Montana"", ""-Nebraska"", ""-Nevada"", ""-New Hampshire"", ""-New Jersey"", ""-New Mexico"", ""-New York"", ""-North Carolina"", ""-North Dakota"", ""-Ohio"", ""-Oklahoma"", ""-Oregon"", ""-Pennsylvania"", ""-Rhode Island"", ""-South Carolina"", ""-South Dakota"", ""-Tennessee"", ""-Texas"", ""-Utah"", ""-Vermont"", ""-Virginia"", ""-Washington"", ""-West Virginia"", ""-Wisconsin"", ""-Wyoming"", ""-Tasmania"", ""-Victoria"", ""-Western Australia"")","0","","","Plantae"," Asteraceae                            "," Anthemis                                ","NA","NA","NA","NA","NA","0 - 0","NA","NA"
"324","Pachira aquatica","pachira nut","https://www.cabi.org/isc/datasheet/39234","0","NA","NA","0","","Taiwan","1949","70","c(""Africa"", ""Algeria"", ""Benin"", ""Cameroon"", ""Gabon"", ""Mozambique"", ""Nigeria"", ""Asia"", ""China"", ""Indonesia"", ""Japan"", ""Singapore"", ""South Korea"", ""Taiwan"", ""North America"", ""Belize"", ""Costa Rica"", ""Cuba"", ""Dominican Republic"", ""El Salvador"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Mexico"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Trinidad and Tobago"", ""United States"", ""Oceania"", ""Australia"", ""Cook Islands"", ""Federated States of Micronesia"", ""French Polynesia"", ""Northern Mariana Islands"", ""Palau"", 
""South America"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Guangdong"", ""-Yunnan"", ""-Java"", ""-California"", ""-Florida"", ""-Hawaii"", ""-Northern Territory"", ""-Western Australia"", ""-Pohnpei"", ""-Acre"", ""-Amazonas"", ""-Bahia"", ""-Ceara"", ""-Distrito Federal"", ""-Goias"", ""-Maranhao"", ""-Mato Grosso"", ""-Mato Grosso do Sul"", ""-Para"", ""-Pernambuco"", ""-Rio de Janeiro"", ""-Sao Paulo"")","0","","","Plantae"," Bombacaceae                            "," Pachira                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"", ""Cf - Warm temperate climate, wet all year"")","-2","NA","NA","NA","1000 - 2000","NA","NA"
"325","Blattella germanica","German cockroach","https://www.cabi.org/isc/datasheet/9408","0","1","Oryza sativa (rice)","0","","Norway","1800","143","c(""Africa"", ""Botswana"", ""Egypt"", ""Ethiopia"", ""Namibia"", ""Sudan"", ""Asia"", ""China"", ""India"", ""Indonesia"", ""Iran"", ""Japan"", ""Malaysia"", ""Philippines"", ""Saudi Arabia"", ""Singapore"", ""South Korea"", ""Taiwan"", ""Thailand"", ""Turkey"", ""Europe"", ""Bulgaria"", ""Croatia"", ""Czechia"", ""Czechoslovakia"", ""Denmark"", ""Estonia"", ""Finland"", ""France"", ""Germany"", ""Ireland"", ""Netherlands"", ""Norway"", ""Poland"", ""Russia"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""North America"", ""Barbados"", ""Bermuda"", ""Canada"", ""Costa Rica"", 
""Mexico"", ""Panama"", ""Puerto Rico"", ""United States"", ""Oceania"", ""Australia"", ""Cook Islands"", ""French Polynesia"", ""New Zealand"", ""Papua New Guinea"", ""South America"", ""Brazil"", ""Chile"", ""Ecuador"", ""Uruguay"")","c(""-Beijing"", ""-Fujian"", ""-Gansu"", ""-Guangdong"", ""-Hainan"", ""-Hebei"", ""-Heilongjiang"", ""-Henan"", ""-Hubei"", ""-Jiangsu"", ""-Jiangxi"", ""-Jilin"", ""-Liaoning"", ""-Shaanxi"", ""-Shandong"", ""-Shanghai"", ""-Sichuan"", ""-Zhejiang"", ""-Honshu"", ""-Canary Islands"", ""-Scotland"", ""-Alberta"", ""-British Columbia"", ""-Manitoba"", ""-New Brunswick"", ""-Newfoundland and Labrador"", ""-Nova Scotia"", ""-Ontario"", ""-Prince Edward Island"", ""-Quebec"", ""-Saskatchewan"", ""-Alabama"", ""-Alaska"", ""-Arizona"", ""-Arkansas"", ""-California"", ""-Colorado"", 
""-Connecticut"", ""-Delaware"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Idaho"", ""-Illinois"", ""-Indiana"", ""-Kansas"", ""-Kentucky"", ""-Louisiana"", ""-Maine"", ""-Maryland"", ""-Massachusetts"", ""-Michigan"", ""-Minnesota"", ""-Mississippi"", ""-Missouri"", ""-Montana"", ""-Nebraska"", ""-New Hampshire"", ""-New Jersey"", ""-New Mexico"", ""-New York"", ""-North Carolina"", ""-North Dakota"", ""-Ohio"", ""-Oklahoma"", ""-Oregon"", ""-Pennsylvania"", ""-Rhode Island"", ""-South Carolina"", ""-South Dakota"", ""-Texas"", ""-Utah"", ""-Vermont"", ""-Virginia"", 
""-Washington"", ""-West Virginia"", ""-Wisconsin"", ""-Wyoming"", ""-New South Wales"", ""-Northern Territory"", ""-South Australia"", ""-Tasmania"", ""-Victoria"", ""-Amazonas"")","0","","","Arthropoda"," Blattellidae                                "," Blattella                                    ","NA","NA","NA","NA","NA",NA,"NA","NA"
"326","Urtica urens","annual nettle","https://www.cabi.org/isc/datasheet/55913","0","21","c(""Allium ampeloprasum (wild leek)"", ""Allium cepa (onion)"", ""Beta vulgaris (beetroot)"", ""Brassica napus var. napus (rape)"", ""Brassica oleracea (cabbages, cauliflowers)"", ""Citrus"", ""Daucus carota (carrot)"", ""Fragaria ananassa (strawberry)"", ""Gossypium (cotton)"", ""Humulus lupulus (hop)"", ""Lolium perenne (perennial ryegrass)"", ""Medicago sativa (lucerne)"", ""Nicotiana tabacum (tobacco)"", ""Phaseolus vulgaris (common bean)"", ""Pisum sativum (pea)"", ""Saccharum officinarum (sugarcane)"", ""Solanum tuberosum (potato)"", 
""Triticum (wheat)"", ""Vicia faba (faba bean)"", ""Vitis vinifera (grapevine)"", ""Zea mays (maize)"")","0","","-Hawaii","1909","109","c(""Africa"", ""Algeria"", ""Djibouti"", ""Egypt"", ""Eritrea"", ""Ethiopia"", ""Lesotho"", ""Mauritius"", ""Morocco"", ""South Africa"", ""Tunisia"", ""Asia"", ""Iran"", ""Israel"", ""Japan"", ""Jordan"", ""Lebanon"", ""Saudi Arabia"", ""Turkey"", ""Europe"", ""Albania"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Cyprus"", ""Czechia"", ""Czechoslovakia"", ""Federal Republic of Yugoslavia"", ""Denmark"", ""Faroe Islands"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Iceland"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Malta"", ""Netherlands"", ""Norway"", ""Poland"", 
""Portugal"", ""Russia"", ""Spain"", ""Sweden"", ""Switzerland"", ""United Kingdom"", ""North America"", ""Canada"", ""Greenland"", ""Saint Pierre and Miquelon"", ""United States"", ""Oceania"", ""Australia"", ""New Zealand"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Chile"", ""Colombia"", ""Uruguay"")","c(""-Corsica"", ""-Azores"", ""-Alberta"", ""-British Columbia"", ""-Manitoba"", ""-New Brunswick"", ""-Newfoundland and Labrador"", ""-Nova Scotia"", ""-Ontario"", ""-Prince Edward Island"", ""-Quebec"", ""-Saskatchewan"", ""-Yukon"", ""-Alabama"", ""-Alaska"", ""-Arizona"", ""-California"", ""-Connecticut"", ""-Florida"", ""-Hawaii"", ""-Illinois"", ""-Maine"", ""-Massachusetts"", ""-Michigan"", ""-Missouri"", ""-Nevada"", ""-New Hampshire"", ""-New Mexico"", ""-New York"", ""-Oklahoma"", ""-Oregon"", ""-Pennsylvania"", ""-Rhode Island"", ""-South Carolina"", ""-Texas"", 
""-Vermont"", ""-Washington"", ""-Lord Howe Island"", ""-New South Wales"", ""-Northern Territory"", ""-Queensland"", ""-South Australia"", ""-Tasmania"", ""-Victoria"", ""-Western Australia"")","0","","","Plantae"," Urticaceae                            "," Urtica                                ","NA","NA","NA","NA","NA",NA,"NA","NA"
