"","Scientific name","Common name","URL","EPPO.Codes","CABI.Estimated.hosts","CABI.Host.range","EPPO.Estimated.hosts","EPPO.Host.range","First.Outbreak","First.Year.Reported","CABI.Number.of.Locations","CABI.Countries.Located","CABI.States.Located","EPPO.Number.of.Locations","EPPO.States.Located","EPPO.Countries.Located","Agent.type","Family","Genus","Climate.associated","Temp.Min","Temp.Max","Alititude.Lower","Alititude.Upper","Rainfall.Regime","Vector.type","Vector.agent"
"142","Dioscorea cayenensis","Guinea yam","https://www.cabi.org/isc/datasheet/110232","0","NA","NA","0","","Guadeloupe","1893","53","c(""Africa"", ""Benin"", ""Burkina Faso"", ""Cameroon"", ""Congo, Republic of the"", ""Côte d'Ivoire"", ""Ethiopia"", ""Gabon"", ""Ghana"", ""Kenya"", ""Madagascar"", ""Mali"", ""Nigeria"", ""Senegal"", ""Sierra Leone"", ""Tanzania"", ""Togo"", ""Uganda"", ""Zambia"", ""Asia"", ""Philippines"", ""North America"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""Grenada"", ""Guadeloupe"", ""Haiti"", ""Jamaica"", ""Martinique"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""Oceania"", ""New Caledonia"", 
""Papua New Guinea"", ""South America"", ""Brazil"", ""Colombia"", ""French Guiana"", ""Guyana"", ""Suriname"", ""Venezuela"")","c(""-Bahia"", ""-Ceara"", ""-Minas Gerais"", ""-Paraiba"", ""-Pernambuco"", ""-Rio de Janeiro"", ""-Sao Paulo"")","0","","","Plantae"," Dioscoreaceae                            "," Dioscorea                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""Cw - Warm temperate climate with dry winter"")","20","NA","200","1100","600 mm - 1500 mm","NA","NA"
"143","Acacia mearnsii","black wattle","https://www.cabi.org/isc/datasheet/2326","0","1","Pinus (pines)","0","","Argentina","1910","118","c(""Africa"", ""Algeria"", ""Angola"", ""Botswana"", ""Burundi"", ""Cabo Verde"", ""Congo, Democratic Republic of the"", ""Eritrea"", ""Eswatini"", ""Ethiopia"", ""Kenya"", ""Lesotho"", ""Madagascar"", ""Malawi"", ""Morocco"", ""Mozambique"", ""Namibia"", ""Réunion"", ""Rwanda"", ""Seychelles"", ""South Africa"", ""Sudan"", ""Tanzania"", ""Uganda"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""Afghanistan"", ""Bangladesh"", ""Bhutan"", ""China"", ""India"", ""Indonesia"", ""Japan"", ""Malaysia"", ""Myanmar"", ""Pakistan"", ""Philippines"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Turkey"", 
""Vietnam"", ""Europe"", ""France"", ""Italy"", ""Portugal"", ""Spain"", ""North America"", ""Jamaica"", ""United States"", ""Oceania"", ""Australia"", ""Cook Islands"", ""New Zealand"", ""Papua New Guinea"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Chile"", ""Ecuador"")","c(""-Anhui"", ""-Fujian"", ""-Guangdong"", ""-Guangxi"", ""-Guizhou"", ""-Hainan"", ""-Hubei"", ""-Hunan"", ""-Jiangxi"", ""-Sichuan"", ""-Yunnan"", ""-Zhejiang"", ""-Andhra Pradesh"", ""-Arunachal Pradesh"", ""-Assam"", ""-Himachal Pradesh"", ""-Jammu and Kashmir"", ""-Karnataka"", ""-Kerala"", ""-Maharashtra"", ""-Manipur"", ""-Meghalaya"", ""-Mizoram"", ""-Nagaland"", ""-Odisha"", ""-Sikkim"", ""-Tamil Nadu"", ""-Tripura"", ""-Uttarakhand"", ""-West Bengal"", ""-Java"", ""-Lesser Sunda Islands"", ""-Sulawesi"", ""-Sumatra"", ""-Honshu"", ""-Kyushu"", ""-Ryukyu Islands"", 
""-Shikoku"", ""-Corsica"", ""-Sardinia"", ""-Madeira"", ""-Canary Islands"", ""-California"", ""-Hawaii"", ""-New South Wales"", ""-Queensland"", ""-South Australia"", ""-Tasmania"", ""-Victoria"", ""-Western Australia"", ""-Paraiba"", ""-Parana"", ""-Rio de Janeiro"", ""-Rio Grande do Sul"", ""-Santa Catarina"", ""-Sao Paulo"")","0","","","Plantae"," Fabaceae                            Subfamily: Mimosoideae                                "," Acacia                                    ","c(""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""BS - Steppe climate"", ""BW - Desert climate"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","-5","10","NA","NA","660 - 2400","NA","NA"
"144","Dioscorea alata","white yam","https://www.cabi.org/isc/datasheet/19293","0","NA","NA","0","","Australia","1917","104","c(""Africa"", ""Angola"", ""Benin"", ""Burundi"", ""Cameroon"", ""Central African Republic"", ""Comoros"", ""Congo, Democratic Republic of the"", ""Eritrea"", ""Gabon"", ""Ghana"", ""Guinea"", ""Madagascar"", ""Malawi"", ""Mali"", ""Mozambique"", ""Nigeria"", ""Rwanda"", ""Seychelles"", ""Tanzania"", ""Togo"", ""Zambia"", ""Asia"", ""Brunei"", ""China"", ""India"", ""Indonesia"", ""Japan"", ""Malaysia"", ""Myanmar"", ""Nepal"", ""Philippines"", ""Singapore"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""Antigua and Barbuda"", ""Bahamas"", ""Belize"", ""Costa Rica"", 
""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Montserrat"", ""Netherlands Antilles"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Kitts and Nevis"", ""Saint Lucia"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""Australia"", ""Federated States of Micronesia"", ""Fiji"", ""Marshall Islands"", ""Niue"", ""Papua New Guinea"", ""Pitcairn"", ""Samoa"", ""Tonga"", ""Wallis and Futuna"", ""South America"", ""Brazil"", 
""Colombia"", ""French Guiana"", ""Guyana"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""Guinea-Bissau"", ""-Guangdong"", ""-Guangxi"", ""-Hainan"", ""-Hubei"", ""-Arunachal Pradesh"", ""-Assam"", ""-Kerala"", ""-Java"", ""-Lesser Sunda Islands"", ""-Sulawesi"", ""-Sumatra"", ""-Peninsular Malaysia"", ""-Florida"", ""-Georgia"", ""-Louisiana"", ""-Northern Territory"", ""-Queensland"", ""-Mato Grosso"", ""-Minas Gerais"", ""-Parana"", ""-Rio de Janeiro"", ""-Sao Paulo"")","0","","","Plantae"," Dioscoreaceae                            "," Dioscorea                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","-2","NA","NA","NA","700 - 4000","NA","NA"
"145","Paspalum paniculatum","Russell River grass","https://www.cabi.org/isc/datasheet/116165","0","13","c(""Alocasia macrorrhizos (giant taro)"", ""Ananas comosus (pineapple)"", ""Annona muricata (soursop)"", ""Carica papaya (pawpaw)"", ""Citrus spp."", ""Coffea arabica (arabica coffee)"", ""Dioscorea alata (white yam)"", ""Elaeis guineensis (African oil palm)"", ""Manihot esculenta (cassava)"", ""Musa spp."", ""Theobroma cacao (cocoa)"", ""Xanthosoma sagittifolium (elephant ear)"", ""Zingiber officinale (ginger)"")","0","","Australia","1889","105","c(""Africa"", ""Cameroon"", ""Central African Republic"", ""Congo, Republic of the"", ""Gabon"", ""Guinea"", ""Liberia"", ""Madagascar"", ""Mauritius"", ""Réunion"", ""Seychelles"", ""Uganda"", ""Asia"", ""Japan"", ""Philippines"", ""Taiwan"", ""Europe"", ""Belgium"", ""North America"", ""Anguilla"", ""Bahamas"", ""Belize"", ""Bermuda"", ""Bonaire, Saint Eustatius and Saba"", ""Cayman Islands"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", 
""Mexico"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Kitts and Nevis"", ""Saint Lucia"", ""Sint Maarten"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""American Samoa"", ""Australia"", ""Cook Islands"", ""Federated States of Micronesia"", ""Fiji"", ""French Polynesia"", ""Guam"", ""New Caledonia"", ""Niue"", ""Northern Mariana Islands"", ""Palau"", ""Papua New Guinea"", ""Samoa"", ""Solomon Islands"", ""Tonga"", ""Vanuatu"", ""Wallis and Futuna"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Colombia"", 
""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Uruguay"", ""Venezuela"")","c(""-Saba"", ""-Florida"", ""-Hawaii"", ""-Mississippi"", ""-New South Wales"", ""-Queensland"", ""-Acre"", ""-Alagoas"", ""-Amapa"", ""-Amazonas"", ""-Bahia"", ""-Distrito Federal"", ""-Espirito Santo"", ""-Goias"", ""-Mato Grosso"", ""-Mato Grosso do Sul"", ""-Minas Gerais"", ""-Para"", ""-Parana"", ""-Pernambuco"", ""-Rio de Janeiro"", ""-Rio Grande do Sul"", ""-Rondonia"", ""-Santa Catarina"", ""-Sao Paulo"", ""-Tocantins"", ""-Galapagos Islands"")","0","","","Plantae"," Poaceae                            "," Paspalum                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","NA","NA","NA","NA",NA,"NA","NA"
"146","Artocarpus altilis","breadfruit","https://www.cabi.org/isc/datasheet/1822","0","NA","NA","0","","-Florida","1987","138","c(""Africa"", ""Benin"", ""Cameroon"", ""Comoros"", ""Côte d'Ivoire"", ""Gabon"", ""Gambia"", ""Ghana"", ""Guinea"", ""Kenya"", ""Liberia"", ""Madagascar"", ""Mauritius"", ""Nigeria"", ""Seychelles"", ""Sierra Leone"", ""Tanzania"", ""Togo"", ""Uganda"", ""Asia"", ""Bangladesh"", ""Brunei"", ""Cambodia"", ""China"", ""India"", ""Indonesia"", ""Jordan"", ""Laos"", ""Malaysia"", ""Maldives"", ""Philippines"", ""Singapore"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""Anguilla"", ""Antigua and Barbuda"", ""Bahamas"", ""Barbados"", ""Belize"", ""British Virgin Islands"", 
""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Montserrat"", ""Netherlands Antilles"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Kitts and Nevis"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""American Samoa"", ""Australia"", ""Christmas Island"", ""Cook Islands"", ""Federated States of Micronesia"", ""Fiji"", ""French Polynesia"", 
""Guam"", ""Kiribati"", ""Marshall Islands"", ""Nauru"", ""New Caledonia"", ""Niue"", ""Norfolk Island"", ""Northern Mariana Islands"", ""Palau"", ""Papua New Guinea"", ""Pitcairn"", ""Samoa"", ""Solomon Islands"", ""Tokelau"", ""Tonga"", ""Tuvalu"", ""Vanuatu"", ""Wallis and Futuna"", ""South America"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Venezuela"")","c(""-Zanzibar Island"", ""-Guangdong"", ""-Hainan"", ""-Andhra Pradesh"", ""-Goa"", ""-Karnataka"", ""-Kerala"", ""-Lakshadweep"", ""-Irian Jaya"", ""-Java"", ""-Maluku Islands"", ""-Sulawesi"", ""-Sumatra"", ""-Peninsular Malaysia"", ""-Sabah"", ""-Sarawak"", ""-Florida"", ""-Hawaii"", ""-Northern Territory"", ""-Queensland"", ""-Alagoas"", ""-Amazonas"", ""-Bahia"", ""-Ceara"", ""-Espirito Santo"", ""-Maranhao"", ""-Minas Gerais"", ""-Para"", ""-Paraiba"", ""-Pernambuco"", ""-Piaui"", ""-Rio de Janeiro"", ""-Rio Grande do Norte"", ""-Rio Grande do Sul"", ""-Rondonia"", 
""-Roraima"", ""-Sergipe"")","0","","","Plantae"," Moraceae                            "," Artocarpus                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"")","7","17","0","1500","1000 - 5000","NA","NA"
"147","Artocarpus heterophyllus","jackfruit","https://www.cabi.org/isc/datasheet/1832","0","NA","NA","0","","Réunion","1780","50","c(""Africa"", ""Kenya"", ""Réunion"", ""Tanzania"", ""Uganda"", ""Asia"", ""Bangladesh"", ""Bhutan"", ""China"", ""India"", ""Indonesia"", ""Malaysia"", ""Myanmar"", ""Pakistan"", ""Philippines"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""Mexico"", ""United States"", ""Oceania"", ""Australia"", ""Federated States of Micronesia"", ""South America"", ""Brazil"")","c(""-Hainan"", ""-Andhra Pradesh"", ""-Assam"", ""-Chhattisgarh"", ""-Kerala"", ""-Tamil Nadu"", ""-Uttar Pradesh"", ""-Peninsular Malaysia"", ""-Florida"", ""-Hawaii"", ""-Amazonas"", ""-Bahia"", ""-Ceara"", ""-Distrito Federal"", ""-Espirito Santo"", ""-Paraiba"", ""-Parana"", ""-Pernambuco"", ""-Piaui"", ""-Rio de Janeiro"", ""-Rio Grande do Norte"", ""-Santa Catarina"", ""-Sao Paulo"")","0","","","Plantae"," Moraceae                            "," Artocarpus                                ","NA","-3","0","0","1600","900 - 4000","NA","NA"
"148","Malvaviscus arboreus","wax mallow","https://www.cabi.org/isc/datasheet/32383","0","NA","NA","0","","Australia","1843","64","c(""Africa"", ""Uganda"", ""Asia"", ""China"", ""Hong Kong"", ""India"", ""Iran"", ""Israel"", ""Malaysia"", ""Singapore"", ""Thailand"", ""Vietnam"", ""North America"", ""Bahamas"", ""Barbados"", ""Belize"", ""British Virgin Islands"", ""Cayman Islands"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Mexico"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""Australia"", ""Cook Islands"", 
""Fiji"", ""New Caledonia"", ""New Zealand"", ""Tonga"", ""South America"", ""Brazil"", ""Colombia"", ""Ecuador"")","c(""-Fujian"", ""-Guangdong"", ""-Yunnan"", ""-Delhi"", ""-Maharashtra"", ""-Uttarakhand"", ""-Peninsular Malaysia"", ""-Alabama"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Louisiana"", ""-Mississippi"", ""-North Carolina"", ""-South Carolina"", ""-Texas"", ""-Distrito Federal"", ""-Galapagos Islands"")","0","","","Plantae"," Malvaceae                            "," Malvaviscus                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"")","-1","NA","NA","NA","1000 - 3500","NA","NA"
"149","Drymaria cordata","tropical chickweed","https://www.cabi.org/isc/datasheet/20020","0","22","c(""Ananas comosus (pineapple)"", ""Anthurium"", ""Arachis hypogaea (groundnut)"", ""Camellia sinensis (tea)"", ""Carica papaya (pawpaw)"", ""Citrus"", ""Coffea (coffee)"", ""Corchorus (jutes)"", ""Elaeis guineensis (African oil palm)"", ""Elettaria cardamomum (cardamom)"", ""Hevea brasiliensis (rubber)"", ""Hibiscus sabdariffa (Roselle)"", ""Manihot esculenta (cassava)"", ""Nicotiana tabacum (tobacco)"", ""Oryza sativa (rice)"", ""Phaseolus vulgaris (common bean)"", ""Saccharum officinarum (sugarcane)"", ""Solanum lycopersicum (tomato)"", 
""Solanum tuberosum (potato)"", ""Sorghum bicolor (sorghum)"", ""Theobroma cacao (cocoa)"", ""Zea mays (maize)"")","0","","-Hawaii","1895","140","c(""Africa"", ""Angola"", ""Burundi"", ""Cameroon"", ""Central African Republic"", ""Comoros"", ""Congo, Democratic Republic of the"", ""Congo, Republic of the"", ""Côte d'Ivoire"", ""Equatorial Guinea"", ""Ethiopia"", ""Gabon"", ""Ghana"", ""Guinea"", ""Kenya"", ""Liberia"", ""Madagascar"", ""Malawi"", ""Mauritius"", ""Mayotte"", ""Mozambique"", ""Nigeria"", ""Rwanda"", ""Seychelles"", ""Sierra Leone"", ""South Africa"", ""Sudan"", ""Tanzania"", ""Uganda"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""Bhutan"", ""Cambodia"", ""China"", ""India"", ""Indonesia"", ""Japan"", ""Laos"", 
""Nepal"", ""Philippines"", ""Singapore"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""Antigua and Barbuda"", ""Bahamas"", ""Belize"", ""Bonaire, Saint Eustatius and Saba"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Montserrat"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Kitts and Nevis"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", 
""United States"", ""Oceania"", ""Australia"", ""Fiji"", ""French Polynesia"", ""New Caledonia"", ""Papua New Guinea"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Chile"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Uruguay"", ""Venezuela"")","c(""-Fujian"", ""-Guangdong"", ""-Guangxi"", ""-Guizhou"", ""-Hainan"", ""-Hunan"", ""-Sichuan"", ""-Tibet"", ""-Yunnan"", ""-Zhejiang"", ""-Assam"", ""-Karnataka"", ""-Kerala"", ""-Meghalaya"", ""-Tamil Nadu"", ""-West Bengal"", ""-Java"", ""-Sumatra"", ""-Ryukyu Islands"", ""-Saba"", ""-Alabama"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Louisiana"", ""-Mississippi"", ""-Texas"", ""-New South Wales"", ""-Queensland"", ""-Acre"", ""-Amazonas"", ""-Bahia"", ""-Ceara"", ""-Espirito Santo"", ""-Maranhao"", ""-Minas Gerais"", ""-Para"", ""-Paraiba"", ""-Parana"", ""-Pernambuco"", 
""-Rio de Janeiro"", ""-Rio Grande do Sul"", ""-Santa Catarina"", ""-Sao Paulo"", ""-Sergipe"", ""-Galapagos Islands"")","0","","","Plantae"," Caryophyllaceae                            "," Drymaria                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""BS - Steppe climate"", ""Cs - Warm temperate climate with dry summer"")","NA","NA","NA","NA",NA,"NA","NA"
"150","Passiflora edulis","passionfruit","https://www.cabi.org/isc/datasheet/38799","0","NA","NA","0","","Portugal","1818","151","c(""Africa"", ""Angola"", ""Benin"", ""Cameroon"", ""Congo, Democratic Republic of the"", ""Congo, Republic of the"", ""Equatorial Guinea"", ""Eswatini"", ""Ethiopia"", ""Gabon"", ""Kenya"", ""Madagascar"", ""Malawi"", ""Mauritius"", ""Mayotte"", ""Mozambique"", ""Nigeria"", ""Réunion"", ""Rwanda"", ""South Africa"", ""Tanzania"", ""Uganda"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""Bhutan"", ""China"", ""Hong Kong"", ""India"", ""Indonesia"", ""Iran"", ""Laos"", ""Maldives"", ""Philippines"", ""Singapore"", ""South Korea"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", 
""Europe"", ""Belgium"", ""Norway"", ""Portugal"", ""Spain"", ""Sweden"", ""North America"", ""Anguilla"", ""British Virgin Islands"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Montserrat"", ""Netherlands Antilles"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""American Samoa"", ""Australia"", ""Christmas Island"", ""Cook Islands"", ""Federated States of Micronesia"", 
""Fiji"", ""French Polynesia"", ""Guam"", ""Kiribati"", ""Marshall Islands"", ""Nauru"", ""New Caledonia"", ""New Zealand"", ""Niue"", ""Norfolk Island"", ""Palau"", ""Papua New Guinea"", ""Pitcairn"", ""Samoa"", ""Tonga"", ""U.S. Minor Outlying Islands"", ""Wallis and Futuna"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Chile"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Fujian"", ""-Guangdong"", ""-Yunnan"", ""-Jammu and Kashmir"", ""-Karnataka"", ""-Kerala"", ""-Tamil Nadu"", ""-Java"", ""-Lesser Sunda Islands"", ""-Azores"", ""-Madeira"", ""-California"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Lord Howe Island"", ""-New South Wales"", ""-Queensland"", ""-South Australia"", ""-Victoria"", ""-Western Australia"", ""-Kermadec Islands"", ""-Alagoas"", ""-Amazonas"", ""-Bahia"", ""-Ceara"", ""-Espirito Santo"", ""-Goias"", ""-Maranhao"", ""-Mato Grosso"", ""-Mato Grosso do Sul"", ""-Minas Gerais"", ""-Para"", ""-Paraiba"", 
""-Parana"", ""-Pernambuco"", ""-Piaui"", ""-Rio de Janeiro"", ""-Rio Grande do Norte"", ""-Rio Grande do Sul"", ""-Rondonia"", ""-Santa Catarina"", ""-Sao Paulo"", ""-Sergipe"", ""-Tocantins"", ""-Galapagos Islands"")","0","","","Plantae"," Passifloraceae                            "," Passiflora                                ","c(""A - Tropical/Megathermal climate"", ""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","15","32","NA","NA","800 - 3000","NA","NA"
"151","Acacia farnesiana","huisache","https://www.cabi.org/isc/datasheet/2236","0","NA","NA","0","","c(""Hong Kong"", ""Singapore"")","1851","129","c(""Africa"", ""Algeria"", ""Comoros"", ""Egypt"", ""Ethiopia"", ""Ghana"", ""Kenya"", ""Libya"", ""Mauritius"", ""Morocco"", ""Mozambique"", ""Réunion"", ""Seychelles"", ""South Africa"", ""Sudan"", ""Tanzania"", ""Togo"", ""Tunisia"", ""Uganda"", ""Zimbabwe"", ""Asia"", ""Afghanistan"", ""Bhutan"", ""Cambodia"", ""China"", ""Hong Kong"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Japan"", ""Kuwait"", ""Laos"", ""Lebanon"", ""Malaysia"", ""Maldives"", ""Pakistan"", ""Philippines"", ""Saudi Arabia"", ""Singapore"", ""Sri Lanka"", ""Syria"", ""Taiwan"", ""Thailand"", ""Vietnam"", 
""Europe"", ""Cyprus"", ""France"", ""Italy"", ""Portugal"", ""Spain"", ""North America"", ""Antigua and Barbuda"", ""Bahamas"", ""Barbados"", ""Belize"", ""Cayman Islands"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Montserrat"", ""Netherlands Antilles"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Kitts and Nevis"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""U.S. Virgin Islands"", ""United States"", 
""Oceania"", ""Australia"", ""Cook Islands"", ""Fiji"", ""French Polynesia"", ""Guam"", ""Kiribati"", ""Nauru"", ""New Caledonia"", ""Northern Mariana Islands"", ""Palau"", ""Solomon Islands"", ""Vanuatu"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Zanzibar Island"", ""-Karnataka"", ""-Maharashtra"", ""-Uttar Pradesh"", ""-Java"", ""-Ryukyu Islands"", ""-Azores"", ""-Madeira"", ""-Canary Islands"", ""-Alabama"", ""-Arizona"", ""-California"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Louisiana"", ""-Mississippi"", ""-New Mexico"", ""-Texas"", ""-New South Wales"", ""-Northern Territory"", ""-Queensland"", ""-South Australia"")","0","","","Plantae"," Fabaceae                            Subfamily: Mimosoideae                                "," Acacia                                    ","NA","-5","NA","0","1500","150 - 4000","NA","NA"
