"","Scientific name","Common name","URL","EPPO.Codes","CABI.Estimated.hosts","CABI.Host.range","EPPO.Estimated.hosts","EPPO.Host.range","First.Outbreak","First.Year.Reported","CABI.Number.of.Locations","CABI.Countries.Located","CABI.States.Located","EPPO.Number.of.Locations","EPPO.States.Located","EPPO.Countries.Located","Agent.type","Family","Genus","Climate.associated","Temp.Min","Temp.Max","Alititude.Lower","Alititude.Upper","Rainfall.Regime","Vector.type","Vector.agent","EPPO.Codes","CABI.Estimated.hosts","CABI.Host.range","EPPO.Estimated.hosts","EPPO.Host.range","First.Outbreak","First.Year.Reported","CABI.Number.of.Locations","CABI.Countries.Located","CABI.States.Located","EPPO.Number.of.Locations","EPPO.States.Located","EPPO.Countries.Located","Agent.type","Family","Genus","Climate.associated","Temp.Min","Temp.Max","Alititude.Lower","Alititude.Upper","Rainfall.Regime","Vector.type","Vector.agent"
"1","Moniliophthora perniciosa","witches' broom disease of cacao","https://www.cabi.org/isc/datasheet/16054","0","14","c(""Bixa orellana (annatto)"", ""Capsicum annuum (bell pepper)"", ""Capsicum frutescens (chilli)"", ""Herrania"", ""Solanum aethiopicum (african scarlet eggplant)"", ""Solanum lycocarpum"", ""Solanum lycopersicum (tomato)"", ""Solanum paniculatum"", ""Solanum rugosum"", ""Solanum stipulaceum"", ""Theobroma"", ""Theobroma cacao (cocoa)"", ""Theobroma grandiflorum (cupuassu)"", ""Theobroma subincanum"")","0","","c(""-Amazonas"", ""-Mato Grosso"", ""-Para"", ""-Rondonia"")","1985","25","c(""North America"", ""Belize"", ""Dominican Republic"", ""Grenada"", ""Panama"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""South America"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Ecuador"", ""Guyana"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Acre"", ""-Amazonas"", ""-Bahia"", ""-Espirito Santo"", ""-Mato Grosso"", ""-Minas Gerais"", ""-Para"", ""-Rondonia"")","0","","","Fungi"," Marasmiaceae                                "," Moniliophthora                                    ",NA,"NA","NA","NA","NA",NA,NA,NA,"0","0","","0","","","0","0","","","0","","","","","","","0","0","0","0","","",""
"2","Spodoptera litura","taro caterpillar","https://www.cabi.org/isc/datasheet/44520","0","140","c(""Abelmoschus esculentus (okra)"", ""Acacia mangium (brown salwood)"", ""Agastache foeniculum"", ""Allium cepa (onion)"", ""Allium sativum (garlic)"", ""Amaranthus (amaranth)"", ""Amaranthus blitum (livid amaranth)"", ""Angelica keiskei"", ""Annona squamosa (sugar apple)"", ""Apios"", ""Arachis"", ""Arachis hypogaea (groundnut)"", ""Asparagus officinalis (asparagus)"", ""Averrhoa carambola (carambola)"", ""Bacopa monnieri (water hyssop)"", ""Begonia"", ""Beta vulgaris var. saccharifera (sugarbeet)"", ""Boehmeria nivea (ramie)"", 
""Brassica"", ""Brassica juncea (mustard)"", ""Brassica oleracea (cabbages, cauliflowers)"", ""Brassica oleracea var. botrytis (cauliflower)"", ""Brassica oleracea var. capitata (cabbage)"", ""Brassica rapa (field mustard)"", ""Brassica rapa cultivar group Caixin"", ""Brassica rapa subsp. chinensis (Chinese cabbage)"", ""Brassica rapa subsp. pekinensis"", ""Callistephus chinensis (China aster)"", ""Camellia sinensis (tea)"", ""Capsicum annuum (bell pepper)"", ""Capsicum frutescens (chilli)"", ""Carica papaya (pawpaw)"", ""Chenopodiastrum murale (nettleleaf goosefoot)"", 
""Chenopodium album (fat hen)"", ""Chrysanthemum (daisy)"", ""Cicer arietinum (chickpea)"", ""Citrus"", ""Coffea (coffee)"", ""Coleus blumei (common coleus)"", ""Colocasia esculenta (taro)"", ""Convolvulus arvensis (bindweed)"", ""Corchorus (jutes)"", ""Corchorus olitorius (jute)"", ""Coriandrum sativum (coriander)"", ""Crotalaria juncea (sunn hemp)"", ""Cynara"", ""Cynara cardunculus var. scolymus (globe artichoke)"", ""Dahlia coccinea"", ""Daucus carota (carrot)"", ""Dendrobium"", ""Dicliptera chinensis"", ""Dimocarpus longan (longan tree)"", 
""Diospyros kaki (persimmon)"", ""Eucalyptus globulus (Tasmanian blue gum)"", ""Fabaceae (leguminous plants)"", ""Foeniculum vulgare (fennel)"", ""Fragaria ananassa (strawberry)"", ""Gaillardia pulchella (Indian blanket)"", ""Gerbera (Barbeton daisy)"", ""Ginkgo biloba (kew tree)"", ""Gladiolus hybrids (sword lily)"", ""Glycine max (soyabean)"", ""Gossypium (cotton)"", ""Gossypium hirsutum (Bourbon cotton)"", ""Helianthus annuus (sunflower)"", ""Heliotropium indicum (Indian heliotrope)"", ""Hevea brasiliensis (rubber)"", ""Hibiscus cannabinus (kenaf)"", 
""Hibiscus rosa-sinensis (China-rose)"", ""Ipomoea aquatica (swamp morning-glory)"", ""Ipomoea batatas (sweet potato)"", ""Jatropha curcas (jatropha)"", ""Lathyrus odoratus (sweet pea)"", ""Lilium (lily)"", ""Linum usitatissimum (flax)"", ""Lycium chinense (chinese wolfberry)"", ""Malus (ornamental species apple)"", ""Malus domestica (apple)"", ""Mangifera indica (mango)"", ""Manihot esculenta (cassava)"", ""Medicago sativa (lucerne)"", ""Melissa officinalis (Lemon balm)"", ""Mentha (mints)"", ""Mentha arvensis (Corn mint)"", ""Morus alba (mora)"", 
""Musa (banana)"", ""Musa paradisiaca"", ""Musa x paradisiaca (plantain)"", ""Nelumbo nucifera (sacred lotus)"", ""Nicotiana tabacum (tobacco)"", ""Ocimum basilicum (basil)"", ""Origanum majorana (sweet marjoram)"", ""Oryza sativa (rice)"", ""Papaver (poppies)"", ""Paulownia tomentosa (paulownia)"", ""Pelargonium hortorum"", ""Perilla frutescens"", ""Phaseolus (beans)"", ""Piper aduncum (spiked pepper)"", ""Piper betle (betel pepper)"", ""Piper nigrum (black pepper)"", ""Piper umbellatum"", ""Pisum sativum (pea)"", ""Platostoma chinensis"", 
""Plectranthus amboinicus (Indian borage)"", ""Poaceae (grasses)"", ""Polyphagous (polyphagous)"", ""Prunus mume (Japanese apricot tree)"", ""Psophocarpus tetragonolobus (winged bean)"", ""Raphanus sativus (radish)"", ""Reynoutria multiflora"", ""Ricinus communis (castor bean)"", ""Rosa (roses)"", ""Rosmarinus officinalis (rosemary)"", ""Ruellia tuberosa"", ""Ruta graveolens (common rue)"", ""Salvia officinalis (common sage)"", ""Sesbania grandiflora (sesbania)"", ""Sesbania sesban (sesban)"", ""Solanum aculeatissimum"", ""Solanum lycopersicum (tomato)"", 
""Solanum melongena (aubergine)"", ""Solanum tuberosum (potato)"", ""Sorghum bicolor (sorghum)"", ""Spathoglottis"", ""Spinacia oleracea (spinach)"", ""Syzygium aromaticum (clove)"", ""Tagetes (marigold)"", ""Tectona grandis (teak)"", ""Theobroma cacao (cocoa)"", ""Trianthema portulacastrum (horse purslane)"", ""Trifolium alexandrinum (Berseem clover)"", ""Trigonella foenum-graecum (fenugreek)"", ""Vigna mungo (black gram)"", ""Vigna radiata (mung bean)"", ""Vigna unguiculata (cowpea)"", ""Vitis vinifera (grapevine)"", ""Xanthosoma sagittifolium (elephant ear)"", 
""Zea mays (maize)"", ""Zinnia elegans (zinnia)"")","0","","-Marquesas Islands","1935","139","c(""Africa"", ""Central African Republic"", ""Ghana"", ""Réunion"", ""Saint Helena"", ""Asia"", ""Afghanistan"", ""Bangladesh"", ""British Indian Ocean Territory"", ""Brunei"", ""Cambodia"", ""China"", ""Cocos Islands"", ""Hong Kong"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Japan"", ""Laos"", ""Macau"", ""Malaysia"", ""Maldives"", ""Myanmar"", ""Nepal"", ""North Korea"", ""Oman"", ""Pakistan"", ""Philippines"", ""Singapore"", ""South Korea"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""Europe"", ""France"", ""Portugal"", ""Russia"", ""United Kingdom"", ""North America"", 
""United States"", ""Oceania"", ""American Samoa"", ""Australia"", ""Christmas Island"", ""Cook Islands"", ""Federated States of Micronesia"", ""Fiji"", ""French Polynesia"", ""Guam"", ""Kiribati"", ""Marshall Islands"", ""New Caledonia"", ""New Zealand"", ""Niue"", ""Norfolk Island"", ""Northern Mariana Islands"", ""Palau"", ""Papua New Guinea"", ""Pitcairn"", ""Samoa"", ""Solomon Islands"", ""Tokelau"", ""Tonga"", ""Tuvalu"", ""Vanuatu"", ""Wallis and Futuna"")","c(""-Chagos Archipelago"", ""-Anhui"", ""-Fujian"", ""-Guangdong"", ""-Guangxi"", ""-Guizhou"", ""-Hainan"", ""-Hebei"", ""-Henan"", ""-Hubei"", ""-Hunan"", ""-Inner Mongolia"", ""-Jiangsu"", ""-Jiangxi"", ""-Jilin"", ""-Shandong"", ""-Shanghai"", ""-Sichuan"", ""-Yunnan"", ""-Zhejiang"", ""-Andaman and Nicobar Islands"", ""-Andhra Pradesh"", ""-Assam"", ""-Bihar"", ""-Delhi"", ""-Gujarat"", ""-Haryana"", ""-Himachal Pradesh"", ""-Jammu and Kashmir"", ""-Jharkhand"", ""-Karnataka"", ""-Kerala"", ""-Madhya Pradesh"", ""-Maharashtra"", ""-Manipur"", ""-Meghalaya"", ""-Odisha"", 
""-Punjab"", ""-Rajasthan"", ""-Sikkim"", ""-Tamil Nadu"", ""-Uttar Pradesh"", ""-Uttarakhand"", ""-West Bengal"", ""-Irian Jaya"", ""-Java"", ""-Maluku Islands"", ""-Sulawesi"", ""-Sumatra"", ""-Bonin Islands"", ""-Hokkaido"", ""-Honshu"", ""-Kyushu"", ""-Ryukyu Islands"", ""-Shikoku"", ""-Peninsular Malaysia"", ""-Sabah"", ""-Sarawak"", ""-Azores"", ""-Central Russia"", ""-Russian Far East"", ""-Southern Russia"", ""-Western Siberia"", ""-Hawaii"", ""-New South Wales"", ""-Northern Territory"", ""-Queensland"", ""-Western Australia"", ""-Yap"", ""-Marquesas Islands"", 
""-Kermadec Islands"")","0","","","Arthropoda"," Noctuidae                            "," Spodoptera                                ","c(""C - Temperate/Mesothermal climate"", ""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","6","NA","NA","NA",NA,NA,NA,"0","0","","0","","","0","0","","","0","","","","","","","0","0","0","0","","",""
"3","Albizia procera","white siris","https://www.cabi.org/isc/datasheet/4021","0","NA","NA","0","","Puerto Rico","1924","96","c(""Africa"", ""Egypt"", ""Kenya"", ""Mauritius"", ""Nigeria"", ""São Tomé and Príncipe"", ""South Africa"", ""Sudan"", ""Tanzania"", ""Uganda"", ""Zimbabwe"", ""Asia"", ""Bangladesh"", ""Brunei"", ""Cambodia"", ""China"", ""India"", ""Indonesia"", ""Laos"", ""Malaysia"", ""Myanmar"", ""Nepal"", ""Pakistan"", ""Philippines"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""Antigua and Barbuda"", ""Bahamas"", ""Barbados"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""Grenada"", ""Guadeloupe"", ""Haiti"", ""Jamaica"", ""Martinique"", ""Netherlands Antilles"", 
""Panama"", ""Puerto Rico"", ""Saint Kitts and Nevis"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""Australia"", ""Fiji"", ""Papua New Guinea"", ""Solomon Islands"", ""South America"", ""Brazil"", ""Venezuela"")","c(""-Rodrigues"", ""-Guangdong"", ""-Guangxi"", ""-Hainan"", ""-Yunnan"", ""-Andaman and Nicobar Islands"", ""-Andhra Pradesh"", ""-Arunachal Pradesh"", ""-Assam"", ""-Bihar"", ""-Goa"", ""-Gujarat"", ""-Haryana"", ""-Karnataka"", ""-Kerala"", ""-Madhya Pradesh"", ""-Maharashtra"", ""-Manipur"", ""-Meghalaya"", ""-Mizoram"", ""-Nagaland"", ""-Odisha"", ""-Punjab"", ""-Rajasthan"", ""-Tamil Nadu"", ""-Tripura"", ""-Uttar Pradesh"", ""-West Bengal"", ""-Irian Jaya"", ""-Java"", ""-Lesser Sunda Islands"", ""-Maluku Islands"", ""-Sulawesi"", ""-Sumatra"", ""-Peninsular Malaysia"", 
""-Florida"", ""-Hawaii"", ""-Queensland"", ""-Western Australia"")","0","","","Plantae"," Fabaceae                            Subfamily: Mimosoideae                                "," Albizia                                    ","NA","-1","NA","0","1500","500 - 3000",NA,NA,"0","0","","0","","","0","0","","","0","","","","","","","0","0","0","0","","",""
"4","Bactrocera dorsalis","Oriental fruit fly","https://www.cabi.org/isc/datasheet/17685","0","173","c(""Abelmoschus esculentus (okra)"", ""Acca sellowiana"", ""Alangium lamarckii"", ""Anacardium occidentale (cashew nut)"", ""Annona cherimola (cherimoya)"", ""Annona montana"", ""Annona muricata (soursop)"", ""Annona reticulata (bullock's heart)"", ""Annona senegalensis (wild custard apple)"", ""Annona squamosa (sugar apple)"", ""Artabotrys monteiroae"", ""Artocarpus altilis (breadfruit)"", ""Artocarpus dadah"", ""Artocarpus heterophyllus (jackfruit)"", ""Averrhoa carambola (carambola)"", ""Baccaurea angulata"", ""Benincasa hispida (wax gourd)"", 
""Blighia sapida (akee apple)"", ""Bulbophyllum patens"", ""Canarium album (Chinese white olive)"", ""Capparis tomentosa (woolly caper bush)"", ""Capsicum annuum (bell pepper)"", ""Capsicum frutescens (chilli)"", ""Carica papaya (pawpaw)"", ""Choerospondias axillaris (Nepali hog plum)"", ""Chrysophyllum albidum"", ""Chrysophyllum cainito (caimito)"", ""Chrysophyllum roxburghii"", ""Citrullus lanatus (watermelon)"", ""Citrus"", ""Citrus aurantium (sour orange)"", ""Citrus clementina"", ""Citrus limon (lemon)"", ""Citrus madurensis (calamondin)"", 
""Citrus maxima (pummelo)"", ""Citrus reticulata (mandarin)"", ""Citrus reticulata x paradisi (tangelo)"", ""Citrus sinensis (sweet orange)"", ""Citrus x paradisi (grapefruit)"", ""Coffea canephora (robusta coffee)"", ""Cordia dentata (white manjack)"", ""Cordia myxa (sebesten)"", ""Cordyla africana"", ""Crescentia cujete (calabash tree)"", ""Cucumis ficifolius"", ""Cucumis melo (melon)"", ""Cucumis sativus (cucumber)"", ""Cucurbita (pumpkin)"", ""Cucurbita argyrosperma (silver-seed gourd)"", ""Cucurbita moschata (pumpkin)"", ""Cucurbita pepo (marrow)"", 
""Cydonia oblonga (quince)"", ""Dacryodes edulis (African pear)"", ""Dimocarpus longan (longan tree)"", ""Diospyros dasyphylla"", ""Diospyros decandra"", ""Diospyros ebenaster (black sapote)"", ""Diospyros lotus (Date plum tree)"", ""Diospyros mespiliformis (ebony diospiros)"", ""Diospyros montana"", ""Dracaena steudneri"", ""Drypetes roxburghii"", ""Eriobotrya japonica (loquat)"", ""Eugenia palumbis"", ""Eugenia uniflora (Surinam cherry)"", ""Fagraea berteroana"", ""Ficus carica (common fig)"", ""Ficus lepicarpa"", ""Ficus microcarpa (Indian laurel tree)"", 
""Ficus ottoniifolia"", ""Ficus sycomorus (sycamore fig)"", ""Flacourtia indica (governor's plum)"", ""Fortunella japonica (round kumquat)"", ""Fragaria vesca (wild strawberry)"", ""Garcinia costata"", ""Garcinia hombroniana"", ""Garcinia indica (kokum butter tree)"", ""Garcinia intermedia"", ""Garcinia mangostana (mangosteen)"", ""Garcinia mannii"", ""Garcinia venulosa"", ""Gymnopetalum integrifolium"", ""Haematostaphis barteri"", ""Hesperethusa crenulata"", ""Hexalobus monopetalus"", ""Icacina senegalensis"", ""Irvingia gabonensis (wild mango)"", 
""Kedrostis hirtella"", ""Lagenaria siceraria (bottle gourd)"", ""Lepisanthes alata"", ""Litchi chinensis (lichi)"", ""Luffa acutangula (angled luffa)"", ""Luffa aegyptiaca (loofah)"", ""Malus domestica (apple)"", ""Mangifera indica (mango)"", ""Manilkara zapota (sapodilla)"", ""Melothria wallichii"", ""Momordica balsamina (common balsam apple)"", ""Momordica charantia (bitter gourd)"", ""Momordica cochinchinensis"", ""Mosiera longipes"", ""Musa acuminata (wild banana)"", ""Musa paradisiaca"", ""Musa x paradisiaca (plantain)"", ""Myrica rubra"", 
""Nauclea latifolia (pin cushion tree)"", ""Nephelium lappaceum (rambutan)"", ""Ochrosia mariannensis"", ""Opilia amentacea"", ""Pandanus tectorius (screw pine)"", ""Parkia biglobosa (néré)"", ""Passiflora edulis (passionfruit)"", ""Persea americana (avocado)"", ""Phaseolus vulgaris (common bean)"", ""Phoenix dactylifera (date-palm)"", ""Phyllanthus acidus (star gooseberry)"", ""Physalis minima (Sunberry)"", ""Physalis peruviana (Cape gooseberry)"", ""Pouteria campechiana (canistel)"", ""Pouteria duclitan"", ""Pouteria sapota (mammey sapote)"", 
""Prunus armeniaca (apricot)"", ""Prunus avium (sweet cherry)"", ""Prunus bokhariensis"", ""Prunus cerasoides"", ""Prunus domestica (plum)"", ""Prunus persica (peach)"", ""Prunus persica var. nucipersica (nectarine)"", ""Psidium cattleianum (strawberry guava)"", ""Psidium guajava (guava)"", ""Pyrus pashia"", ""Quassia simarouba (mountain damson)"", ""Saba comorensis"", ""Saba senegalensis"", ""Sapium baccatum"", ""Sclerocarya birrea (marula)"", ""Securinega virosa"", ""Sesbania grandiflora (sesbania)"", ""Siphonodon celastrineus"", 
""Solanum aculeatissimum"", ""Solanum aethiopicum (african scarlet eggplant)"", ""Solanum americanum"", ""Solanum anguivi"", ""Solanum erianthum (potato tree)"", ""Solanum ferox"", ""Solanum granuloso-leprosum"", ""Solanum incanum (grey bitter-apple)"", ""Solanum linnaeanum (apple of Sodom)"", ""Solanum lycopersicum (tomato)"", ""Solanum mauritianum (tobacco tree)"", ""Solanum melongena (aubergine)"", ""Solanum seaforthianum (Brazilian nightshade)"", ""Solanum sodomeum"", ""Solanum verbascifolium"", ""Sorindeia madagascariensis"", 
""Spondias bipinnata"", ""Spondias dulcis (otaheite apple)"", ""Spondias mombin (hog plum)"", ""Strychnos mellodora"", ""Strychnos nux-vomica (nux-vomica tree)"", ""Syzygium cumini (black plum)"", ""Syzygium jambos (rose apple)"", ""Syzygium malaccense (Malay apple)"", ""Terminalia brasiliensis"", ""Terminalia catappa (Singapore almond)"", ""Theobroma cacao (cocoa)"", ""Vaccinium reticulatum"", ""Vangueria infausta (African medlar)"", ""Vitellaria paradoxa (shea tree)"", ""Ximenia americana (hog plum)"", ""Xylotheca kraussiana"", 
""Ziziphus mauritiana (jujube)"", ""Ziziphus mucronata"")","0","","c(""-Guizhou"", ""-Hunan"", ""-Sichuan"")","1986","135","c(""Africa"", ""Angola"", ""Benin"", ""Botswana"", ""Burkina Faso"", ""Burundi"", ""Cabo Verde"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""Comoros"", ""Congo, Democratic Republic of the"", ""Congo, Republic of the"", ""Côte d'Ivoire"", ""Equatorial Guinea"", ""Eritrea"", ""Eswatini"", ""Ethiopia"", ""Gabon"", ""Gambia"", ""Ghana"", ""Guinea"", ""Kenya"", ""Liberia"", ""Madagascar"", ""Malawi"", ""Mali"", ""Mauritania"", ""Mauritius"", ""Mayotte"", ""Mozambique"", ""Namibia"", ""Niger"", ""Nigeria"", ""Réunion"", ""Rwanda"", ""Senegal"", ""Sierra Leone"", ""South Africa"", 
""Sudan"", ""Tanzania"", ""Togo"", ""Uganda"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""Bangladesh"", ""Bhutan"", ""Brunei"", ""Cambodia"", ""China"", ""Hong Kong"", ""India"", ""Indonesia"", ""Laos"", ""Macau"", ""Malaysia"", ""Myanmar"", ""Nepal"", ""Oman"", ""Pakistan"", ""Philippines"", ""Singapore"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""United Arab Emirates"", ""Vietnam"", ""Europe"", ""North America"", ""United States"", ""Oceania"", ""Australia"", ""Christmas Island"", ""French Polynesia"", ""Palau"", ""Papua New Guinea"", ""South America"", ""Guyana"")","c(""Guinea-Bissau"", ""-Zanzibar Island"", ""-Anhui"", ""-Chongqing"", ""-Fujian"", ""-Guangdong"", ""-Guangxi"", ""-Guizhou"", ""-Hainan"", ""-Hubei"", ""-Hunan"", ""-Jiangsu"", ""-Jiangxi"", ""-Shanghai"", ""-Sichuan"", ""-Tibet"", ""-Yunnan"", ""-Zhejiang"", ""-Andaman and Nicobar Islands"", ""-Andhra Pradesh"", ""-Assam"", ""-Bihar"", ""-Chhattisgarh"", ""-Delhi"", ""-Goa"", ""-Gujarat"", ""-Haryana"", ""-Himachal Pradesh"", ""-Jammu and Kashmir"", ""-Karnataka"", ""-Kerala"", ""-Madhya Pradesh"", ""-Maharashtra"", ""-Manipur"", ""-Mizoram"", ""-Odisha"", ""-Punjab"", 
""-Rajasthan"", ""-Sikkim"", ""-Tamil Nadu"", ""-Telangana"", ""-Uttar Pradesh"", ""-Uttarakhand"", ""-West Bengal"", ""-Irian Jaya"", ""-Java"", ""-Lesser Sunda Islands"", ""-Sulawesi"", ""-Sumatra"", ""-Peninsular Malaysia"", ""-Sabah"", ""-Sarawak"", ""-California"", ""-Hawaii"", ""-Queensland"", ""Timor-Leste"")","0","","","Arthropoda"," Tephritidae                            "," Bactrocera                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""Aw - Tropical wet and dry savanna climate"", ""Cf - Warm temperate climate, wet all year"", ""Cw - Warm temperate climate with dry winter"")","6","0","0","0","250 - 2620",NA,NA,"0","0","","0","","","0","0","","","0","","","","","","","0","0","0","0","","",""
"5","Moniliophthora roreri","frosty pod rot","https://www.cabi.org/isc/datasheet/34779","0","3","c(""Herrania"", ""Theobroma"", ""Theobroma cacao (cocoa)"")","0","","Colombia","1817","17","c(""Africa"", ""North America"", ""Belize"", ""Costa Rica"", ""El Salvador"", ""Guatemala"", ""Honduras"", ""Jamaica"", ""Mexico"", ""Nicaragua"", ""Panama"", ""South America"", ""Bolivia"", ""Colombia"", ""Ecuador"", ""Peru"", ""Venezuela"")","character(0)","0","","","Fungi"," Marasmiaceae                                "," Moniliophthora                                    ","c(""A - Tropical/Megathermal climate"", ""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"")","NA","NA","NA","NA",NA,NA,NA,"0","0","","0","","","0","0","","","0","","","","","","","0","0","0","0","","",""
"6","Ceratocystis fimbriata","Ceratocystis blight","https://www.cabi.org/isc/datasheet/12143","0","65","c(""Acacia decurrens (green wattle)"", ""Acacia mangium (brown salwood)"", ""Acacia mearnsii (black wattle)"", ""Acrocarpus fraxinifolius (shingle tree)"", ""Alocasia"", ""Alocasia macrorrhizos (giant taro)"", ""Annona"", ""Annona squamosa (sugar apple)"", ""Arracacia xanthorrhiza (arracacha)"", ""Cajanus cajan (pigeon pea)"", ""Carapa guianensis (carapa)"", ""Carya cordiformis (bitternut hickory)"", ""Caryocar brasiliense"", ""Cassia javanica (pink shower)"", ""Citrus"", ""Citrus aurantium (sour orange)"", ""Coffea (coffee)"", ""Coffea arabica (arabica coffee)"", 
""Coffea canephora (robusta coffee)"", ""Colocasia esculenta (taro)"", ""Conocarpus lancifolius"", ""Crotalaria juncea (sunn hemp)"", ""Cucumis sativus (cucumber)"", ""Dalbergia sissoo"", ""Daucus carota (carrot)"", ""Eriobotrya japonica (loquat)"", ""Erythrina spp."", ""Eucalyptus"", ""Eucalyptus grandis (saligna gum)"", ""Eucalyptus moluccana"", ""Eucalyptus spp."", ""Eucalyptus urophylla (Timor mountain gum)"", ""Fagus (beeches)"", ""Ficus carica (common fig)"", ""Gmelina arborea (candahar)"", ""Hevea brasiliensis (rubber)"", ""Ilex paraguariensis (mate)"", 
""Ipomoea batatas (sweet potato)"", ""Khaya senegalensis (dry zone mahogany)"", ""Lactuca sativa (lettuce)"", ""Lactuca sativa (lettuce)"", ""Mangifera indica (mango)"", ""Manihot esculenta (cassava)"", ""Metrosideros polymorpha"", ""Metroxylon"", ""Passiflora edulis (passionfruit)"", ""Passiflora edulis f. flavicarpa"", ""Pimenta dioica (allspice)"", ""Platanus (planes)"", ""Populus (poplars)"", ""Populus tremuloides (trembling aspen)"", ""Prunus (stone fruit)"", ""Prunus armeniaca (apricot)"", ""Prunus domestica (plum)"", ""Prunus dulcis (almond)"", 
""Prunus persica (peach)"", ""Punica granatum (pomegranate)"", ""Quercus ellipsoidalis (Northern pin oak)"", ""Spathodea campanulata (African tulip tree)"", ""Syngonium auritum"", ""Syngonium podophyllum (arrowhead vine)"", ""Tectona grandis (teak)"", ""Theobroma cacao (cocoa)"", ""Theobroma grandiflorum (cupuassu)"", ""Xanthosoma (cocoyam)"")","0","","-Java","1900","126","c(""Africa"", ""Congo, Democratic Republic of the"", ""Congo, Republic of the"", ""Côte d'Ivoire"", ""Ghana"", ""Seychelles"", ""South Africa"", ""Uganda"", ""Asia"", ""Brunei"", ""Cambodia"", ""China"", ""India"", ""Indonesia"", ""Japan"", ""Malaysia"", ""Myanmar"", ""North Korea"", ""Oman"", ""Pakistan"", ""Philippines"", ""South Korea"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""Europe"", ""Poland"", ""Switzerland"", ""North America"", ""Canada"", ""Costa Rica"", ""Cuba"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guatemala"", ""Haiti"", ""Jamaica"", ""Mexico"", 
""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""United States"", ""Oceania"", ""American Samoa"", ""Australia"", ""Fiji"", ""New Zealand"", ""Papua New Guinea"", ""Samoa"", ""Solomon Islands"", ""South America"", ""Brazil"", ""Colombia"", ""Ecuador"", ""Guyana"", ""Peru"", ""Suriname"", ""Uruguay"", ""Venezuela"")","c(""-Fujian"", ""-Sichuan"", ""-Yunnan"", ""-Andhra Pradesh"", ""-Karnataka"", ""-Maharashtra"", ""-Java"", ""-Sumatra"", ""-Kyushu"", ""-British Columbia"", ""-Manitoba"", ""-Quebec"", ""-Saskatchewan"", ""-Yukon"", ""-Alaska"", ""-Arizona"", ""-Arkansas"", ""-California"", ""-Colorado"", ""-Delaware"", ""-District of Columbia"", ""-Florida"", ""-Hawaii"", ""-Idaho"", ""-Kentucky"", ""-Louisiana"", ""-Maryland"", ""-Massachusetts"", ""-Minnesota"", ""-Mississippi"", ""-Montana"", ""-Nevada"", ""-New Jersey"", ""-New Mexico"", ""-New York"", ""-North Carolina"", ""-North Dakota"", 
""-Oregon"", ""-Pennsylvania"", ""-Rhode Island"", ""-South Dakota"", ""-Tennessee"", ""-Utah"", ""-Virginia"", ""-West Virginia"", ""-Wyoming"", ""-New South Wales"", ""-Queensland"", ""-South Australia"", ""-Victoria"", ""-Bahia"", ""-Goias"", ""-Mato Grosso"", ""-Mato Grosso do Sul"", ""-Minas Gerais"", ""-Para"", ""-Pernambuco"", ""-Piaui"", ""-Rio de Janeiro"", ""-Rio Grande do Sul"", ""-Rondonia"", ""-Roraima"", ""-Sao Paulo"")","0","","","Fungi"," Ceratocystidaceae                                "," Ceratocystis                                    ","NA","NA","NA","NA","NA",NA,NA,NA,"0","0","","0","","","0","0","","","0","","","","","","","0","0","0","0","","",""
