Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","2","Afghanistan","102","Iran (Islamic Republic of)","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","","","Official data"
"TM","Detailed trade matrix","2","Afghanistan","223","T?rkiye","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","0","*","Unofficial figure"
"TM","Detailed trade matrix","3","Albania","255","Belgium","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","0","*","Unofficial figure"
"TM","Detailed trade matrix","3","Albania","198","Slovenia","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","0","*","Unofficial figure"
"TM","Detailed trade matrix","4","Algeria","255","Belgium","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","4","Algeria","255","Belgium","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","","","Official data"
"TM","Detailed trade matrix","4","Algeria","255","Belgium","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","3","*","Unofficial figure"
"TM","Detailed trade matrix","4","Algeria","44","Colombia","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","267","","Official data"
"TM","Detailed trade matrix","4","Algeria","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","","","Official data"
"TM","Detailed trade matrix","4","Algeria","58","Ecuador","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","1351","","Official data"
"TM","Detailed trade matrix","4","Algeria","58","Ecuador","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","625","","Official data"
"TM","Detailed trade matrix","4","Algeria","58","Ecuador","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","987","","Official data"
"TM","Detailed trade matrix","4","Algeria","93","Haiti","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","1735","","Official data"
"TM","Detailed trade matrix","4","Algeria","93","Haiti","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","6875","","Official data"
"TM","Detailed trade matrix","4","Algeria","93","Haiti","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","1009","","Official data"
"TM","Detailed trade matrix","4","Algeria","129","Madagascar","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","142","","Official data"
"TM","Detailed trade matrix","4","Algeria","129","Madagascar","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","","","Official data"
"TM","Detailed trade matrix","4","Algeria","129","Madagascar","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","498","*","Unofficial figure"
"TM","Detailed trade matrix","4","Algeria","150","Netherlands","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","1","","Official data"
"TM","Detailed trade matrix","4","Algeria","170","Peru","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","274","","Official data"
"TM","Detailed trade matrix","4","Algeria","170","Peru","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","1415","","Official data"
"TM","Detailed trade matrix","4","Algeria","170","Peru","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","","","Official data"
"TM","Detailed trade matrix","4","Algeria","170","Peru","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","2720","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","4","Algeria","226","Uganda","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","573","","Official data"
"TM","Detailed trade matrix","4","Algeria","226","Uganda","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","1015","","Official data"
"TM","Detailed trade matrix","4","Algeria","215","United Republic of Tanzania","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","1471","","Official data"
"TM","Detailed trade matrix","4","Algeria","215","United Republic of Tanzania","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","223","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","55","Dominica","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","0","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","55","Dominica","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","1","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","86","Grenada","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","2","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","86","Grenada","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","1","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","86","Grenada","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","2","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","86","Grenada","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","7","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","86","Grenada","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","4","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","106","Italy","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","1","*","Unofficial figure"
"TM","Detailed trade matrix","8","Antigua and Barbuda","189","Saint Lucia","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","0","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","231","United States of America","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","0","","Official data"
"TM","Detailed trade matrix","8","Antigua and Barbuda","231","United States of America","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","5","*","Unofficial figure"
"TM","Detailed trade matrix","9","Argentina","21","Brazil","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","192","","Official data"
"TM","Detailed trade matrix","9","Argentina","21","Brazil","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","93","","Official data"
"TM","Detailed trade matrix","9","Argentina","21","Brazil","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","124","","Official data"
"TM","Detailed trade matrix","9","Argentina","21","Brazil","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","68","","Official data"
"TM","Detailed trade matrix","9","Argentina","44","Colombia","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","609","","Official data"
"TM","Detailed trade matrix","9","Argentina","44","Colombia","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","806","","Official data"
"TM","Detailed trade matrix","9","Argentina","44","Colombia","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","669","","Official data"
"TM","Detailed trade matrix","9","Argentina","44","Colombia","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","804","","Official data"
"TM","Detailed trade matrix","9","Argentina","44","Colombia","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","829","","Official data"
"TM","Detailed trade matrix","9","Argentina","44","Colombia","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","686","","Official data"
"TM","Detailed trade matrix","9","Argentina","58","Ecuador","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","43","","Official data"
"TM","Detailed trade matrix","9","Argentina","58","Ecuador","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","25","","Official data"
"TM","Detailed trade matrix","9","Argentina","58","Ecuador","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","100","","Official data"
"TM","Detailed trade matrix","9","Argentina","58","Ecuador","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","355","","Official data"
"TM","Detailed trade matrix","9","Argentina","58","Ecuador","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","515","","Official data"
"TM","Detailed trade matrix","9","Argentina","58","Ecuador","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","177","","Official data"
"TM","Detailed trade matrix","9","Argentina","68","France","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","1","","Official data"
"TM","Detailed trade matrix","9","Argentina","68","France","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","10","","Official data"
"TM","Detailed trade matrix","9","Argentina","166","Panama","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","9","","Official data"
"TM","Detailed trade matrix","9","Argentina","170","Peru","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","0","","Official data"
"TM","Detailed trade matrix","9","Argentina","170","Peru","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","65","","Official data"
"TM","Detailed trade matrix","9","Argentina","170","Peru","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","2","","Official data"
"TM","Detailed trade matrix","9","Argentina","170","Peru","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","43","","Official data"
"TM","Detailed trade matrix","9","Argentina","170","Peru","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","52","","Official data"
"TM","Detailed trade matrix","9","Argentina","236","Venezuela (Bolivarian Republic of)","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","96","","Official data"
"TM","Detailed trade matrix","9","Argentina","236","Venezuela (Bolivarian Republic of)","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","41","","Official data"
"TM","Detailed trade matrix","9","Argentina","236","Venezuela (Bolivarian Republic of)","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","22","","Official data"
"TM","Detailed trade matrix","9","Argentina","236","Venezuela (Bolivarian Republic of)","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","40","","Official data"
"TM","Detailed trade matrix","1","Armenia","255","Belgium","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","4","","Official data"
"TM","Detailed trade matrix","1","Armenia","255","Belgium","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","0","","Official data"
"TM","Detailed trade matrix","1","Armenia","32","Cameroon","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","10","","Official data"
"TM","Detailed trade matrix","1","Armenia","41","China, mainland","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","0","","Official data"
"TM","Detailed trade matrix","1","Armenia","44","Colombia","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","13","","Official data"
"TM","Detailed trade matrix","1","Armenia","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","1319","","Official data"
"TM","Detailed trade matrix","1","Armenia","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","1347","","Official data"
"TM","Detailed trade matrix","1","Armenia","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","2211","","Official data"
"TM","Detailed trade matrix","1","Armenia","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","746","","Official data"
"TM","Detailed trade matrix","1","Armenia","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","2666","","Official data"
"TM","Detailed trade matrix","1","Armenia","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","420","","Official data"
"TM","Detailed trade matrix","1","Armenia","56","Dominican Republic","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","23","","Official data"
"TM","Detailed trade matrix","1","Armenia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","268","","Official data"
"TM","Detailed trade matrix","1","Armenia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","249","","Official data"
"TM","Detailed trade matrix","1","Armenia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","518","","Official data"
"TM","Detailed trade matrix","1","Armenia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","303","","Official data"
"TM","Detailed trade matrix","1","Armenia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","626","","Official data"
"TM","Detailed trade matrix","1","Armenia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","643","","Official data"
"TM","Detailed trade matrix","1","Armenia","79","Germany","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","0","","Official data"
"TM","Detailed trade matrix","1","Armenia","81","Ghana","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","1014","","Official data"
"TM","Detailed trade matrix","1","Armenia","81","Ghana","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","985","","Official data"
"TM","Detailed trade matrix","1","Armenia","81","Ghana","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","625","","Official data"
"TM","Detailed trade matrix","1","Armenia","81","Ghana","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","697","","Official data"
"TM","Detailed trade matrix","1","Armenia","81","Ghana","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","416","","Official data"
"TM","Detailed trade matrix","1","Armenia","81","Ghana","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","68","","Official data"
"TM","Detailed trade matrix","1","Armenia","129","Madagascar","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","33","","Official data"
"TM","Detailed trade matrix","1","Armenia","129","Madagascar","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","140","","Official data"
"TM","Detailed trade matrix","1","Armenia","159","Nigeria","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","713","","Official data"
"TM","Detailed trade matrix","1","Armenia","159","Nigeria","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","631","","Official data"
"TM","Detailed trade matrix","1","Armenia","159","Nigeria","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","699","","Official data"
"TM","Detailed trade matrix","1","Armenia","159","Nigeria","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","564","","Official data"
"TM","Detailed trade matrix","1","Armenia","159","Nigeria","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","2441","","Official data"
"TM","Detailed trade matrix","1","Armenia","159","Nigeria","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","867","","Official data"
"TM","Detailed trade matrix","1","Armenia","170","Peru","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","13","","Official data"
"TM","Detailed trade matrix","1","Armenia","170","Peru","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","207","","Official data"
"TM","Detailed trade matrix","1","Armenia","185","Russian Federation","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","0","","Official data"
"TM","Detailed trade matrix","1","Armenia","185","Russian Federation","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","0","","Official data"
"TM","Detailed trade matrix","1","Armenia","185","Russian Federation","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","9","","Official data"
"TM","Detailed trade matrix","1","Armenia","197","Sierra Leone","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","668","","Official data"
"TM","Detailed trade matrix","1","Armenia","197","Sierra Leone","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","275","","Official data"
"TM","Detailed trade matrix","1","Armenia","197","Sierra Leone","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","282","","Official data"
"TM","Detailed trade matrix","1","Armenia","217","Togo","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","780","","Official data"
"TM","Detailed trade matrix","1","Armenia","217","Togo","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","934","","Official data"
"TM","Detailed trade matrix","1","Armenia","217","Togo","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","654","","Official data"
"TM","Detailed trade matrix","1","Armenia","217","Togo","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","463","","Official data"
"TM","Detailed trade matrix","1","Armenia","217","Togo","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","435","","Official data"
"TM","Detailed trade matrix","1","Armenia","217","Togo","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","71","","Official data"
"TM","Detailed trade matrix","1","Armenia","226","Uganda","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","8","","Official data"
"TM","Detailed trade matrix","1","Armenia","215","United Republic of Tanzania","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","159","","Official data"
"TM","Detailed trade matrix","1","Armenia","215","United Republic of Tanzania","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","59","","Official data"
"TM","Detailed trade matrix","1","Armenia","215","United Republic of Tanzania","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","141","","Official data"
"TM","Detailed trade matrix","1","Armenia","236","Venezuela (Bolivarian Republic of)","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","24","","Official data"
"TM","Detailed trade matrix","10","Australia","255","Belgium","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","22","","Official data"
"TM","Detailed trade matrix","10","Australia","255","Belgium","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","42","","Official data"
"TM","Detailed trade matrix","10","Australia","255","Belgium","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","37","","Official data"
"TM","Detailed trade matrix","10","Australia","255","Belgium","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","76","","Official data"
"TM","Detailed trade matrix","10","Australia","255","Belgium","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","62","","Official data"
"TM","Detailed trade matrix","10","Australia","255","Belgium","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","23","Belize","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","17","","Official data"
"TM","Detailed trade matrix","10","Australia","23","Belize","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","7","","Official data"
"TM","Detailed trade matrix","10","Australia","23","Belize","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","6","","Official data"
"TM","Detailed trade matrix","10","Australia","23","Belize","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","19","Bolivia (Plurinational State of)","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","19","Bolivia (Plurinational State of)","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","11","","Official data"
"TM","Detailed trade matrix","10","Australia","21","Brazil","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","44","","Official data"
"TM","Detailed trade matrix","10","Australia","21","Brazil","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","7","","Official data"
"TM","Detailed trade matrix","10","Australia","21","Brazil","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","2","","Official data"
"TM","Detailed trade matrix","10","Australia","32","Cameroon","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","40","Chile","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","6","","Official data"
"TM","Detailed trade matrix","10","Australia","41","China, mainland","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","6","","Official data"
"TM","Detailed trade matrix","10","Australia","41","China, mainland","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","10","","Official data"
"TM","Detailed trade matrix","10","Australia","44","Colombia","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","44","Colombia","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","11","","Official data"
"TM","Detailed trade matrix","10","Australia","44","Colombia","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","8","","Official data"
"TM","Detailed trade matrix","10","Australia","44","Colombia","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","8","","Official data"
"TM","Detailed trade matrix","10","Australia","48","Costa Rica","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","55","","Official data"
"TM","Detailed trade matrix","10","Australia","48","Costa Rica","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","67","","Official data"
"TM","Detailed trade matrix","10","Australia","107","C?te d'Ivoire","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","54","Denmark","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","2","","Official data"
"TM","Detailed trade matrix","10","Australia","55","Dominica","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","67","","Official data"
"TM","Detailed trade matrix","10","Australia","56","Dominican Republic","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","20","","Official data"
"TM","Detailed trade matrix","10","Australia","56","Dominican Republic","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","11","","Official data"
"TM","Detailed trade matrix","10","Australia","56","Dominican Republic","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","42","","Official data"
"TM","Detailed trade matrix","10","Australia","56","Dominican Republic","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","33","","Official data"
"TM","Detailed trade matrix","10","Australia","56","Dominican Republic","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","30","","Official data"
"TM","Detailed trade matrix","10","Australia","56","Dominican Republic","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","7","","Official data"
"TM","Detailed trade matrix","10","Australia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","111","","Official data"
"TM","Detailed trade matrix","10","Australia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","172","","Official data"
"TM","Detailed trade matrix","10","Australia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","100","","Official data"
"TM","Detailed trade matrix","10","Australia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","66","","Official data"
"TM","Detailed trade matrix","10","Australia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","125","","Official data"
"TM","Detailed trade matrix","10","Australia","58","Ecuador","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","95","","Official data"
"TM","Detailed trade matrix","10","Australia","66","Fiji","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","8","","Official data"
"TM","Detailed trade matrix","10","Australia","66","Fiji","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","66","Fiji","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","15","","Official data"
"TM","Detailed trade matrix","10","Australia","66","Fiji","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","7","","Official data"
"TM","Detailed trade matrix","10","Australia","66","Fiji","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","66","Fiji","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","68","France","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","68","France","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","2","","Official data"
"TM","Detailed trade matrix","10","Australia","68","France","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","2","","Official data"
"TM","Detailed trade matrix","10","Australia","81","Ghana","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","544","","Official data"
"TM","Detailed trade matrix","10","Australia","81","Ghana","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","310","","Official data"
"TM","Detailed trade matrix","10","Australia","81","Ghana","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","383","","Official data"
"TM","Detailed trade matrix","10","Australia","81","Ghana","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","463","","Official data"
"TM","Detailed trade matrix","10","Australia","81","Ghana","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","368","","Official data"
"TM","Detailed trade matrix","10","Australia","81","Ghana","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","148","","Official data"
"TM","Detailed trade matrix","10","Australia","86","Grenada","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","59","","Official data"
"TM","Detailed trade matrix","10","Australia","86","Grenada","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","65","","Official data"
"TM","Detailed trade matrix","10","Australia","86","Grenada","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","65","","Official data"
"TM","Detailed trade matrix","10","Australia","86","Grenada","5622","Import Value","661","Cocoa, beans","2019","2019","1000 US$","60","","Official data"
"TM","Detailed trade matrix","10","Australia","86","Grenada","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","69","","Official data"
"TM","Detailed trade matrix","10","Australia","89","Guatemala","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","21","","Official data"
"TM","Detailed trade matrix","10","Australia","89","Guatemala","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","5","","Official data"
"TM","Detailed trade matrix","10","Australia","93","Haiti","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","93","Haiti","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","93","Haiti","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","100","India","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","2","","Official data"
"TM","Detailed trade matrix","10","Australia","100","India","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","100","India","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","1","","Official data"
"TM","Detailed trade matrix","10","Australia","101","Indonesia","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","57","","Official data"
"TM","Detailed trade matrix","10","Australia","101","Indonesia","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","66","","Official data"
"TM","Detailed trade matrix","10","Australia","101","Indonesia","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","19","","Official data"
"TM","Detailed trade matrix","10","Australia","101","Indonesia","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","7","","Official data"
"TM","Detailed trade matrix","10","Australia","106","Italy","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","12","","Official data"
"TM","Detailed trade matrix","10","Australia","129","Madagascar","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","43","","Official data"
"TM","Detailed trade matrix","10","Australia","129","Madagascar","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","2","","Official data"
"TM","Detailed trade matrix","10","Australia","129","Madagascar","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","10","","Official data"
"TM","Detailed trade matrix","10","Australia","129","Madagascar","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","24","","Official data"
"TM","Detailed trade matrix","10","Australia","129","Madagascar","5622","Import Value","661","Cocoa, beans","2020","2020","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","131","Malaysia","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","6","","Official data"
"TM","Detailed trade matrix","10","Australia","138","Mexico","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","5","","Official data"
"TM","Detailed trade matrix","10","Australia","138","Mexico","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","4","","Official data"
"TM","Detailed trade matrix","10","Australia","150","Netherlands","5622","Import Value","661","Cocoa, beans","2015","2015","1000 US$","40","","Official data"
"TM","Detailed trade matrix","10","Australia","150","Netherlands","5622","Import Value","661","Cocoa, beans","2016","2016","1000 US$","78","","Official data"
"TM","Detailed trade matrix","10","Australia","150","Netherlands","5622","Import Value","661","Cocoa, beans","2017","2017","1000 US$","28","","Official data"
"TM","Detailed trade matrix","10","Australia","150","Netherlands","5622","Import Value","661","Cocoa, beans","2018","2018","1000 US$","37","","Official data"
