"","Scientific name","Common name","URL","EPPO.Codes","CABI.Estimated.hosts","CABI.Host.range","EPPO.Estimated.hosts","EPPO.Host.range","First.Outbreak","First.Year.Reported","CABI.Number.of.Locations","CABI.Countries.Located","CABI.States.Located","EPPO.Number.of.Locations","EPPO.States.Located","EPPO.Countries.Located","Agent.type","Family","Genus","Climate.associated","Temp.Min","Temp.Max","Alititude.Lower","Alititude.Upper","Rainfall.Regime","Vector.type","Vector.agent"
"321","Cucumis anguria","West Indian gherkin","https://www.cabi.org/isc/datasheet/16964","0","4","c(""Arachis hypogaea (groundnut)"", ""Gossypium (cotton)"", ""Phaseolus vulgaris (common bean)"", ""Zea mays (maize)"")","0","","Zimbabwe","1932","89","c(""Africa"", ""Angola"", ""Botswana"", ""Burkina Faso"", ""Cabo Verde"", ""Congo, Democratic Republic of the"", ""Eswatini"", ""Madagascar"", ""Malawi"", ""Mozambique"", ""Namibia"", ""Réunion"", ""Senegal"", ""Seychelles"", ""Sierra Leone"", ""South Africa"", ""Tanzania"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""India"", ""Yemen"", ""North America"", ""Anguilla"", ""Antigua and Barbuda"", ""Aruba"", ""Barbados"", ""Belize"", ""Bonaire, Saint Eustatius and Saba"", ""British Virgin Islands"", ""Cayman Islands"", ""Costa Rica"", ""Cuba"", ""Curaçao"", ""Dominican Republic"", 
""Greenland"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Montserrat"", ""Netherlands Antilles"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""Australia"", ""French Polynesia"", ""New Caledonia"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Ecuador"", ""French Guiana"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Socotra"", ""-Bonaire"", ""-Sint Eustatius"", ""-Alabama"", ""-California"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Massachusetts"", ""-Montana"", ""-New York"", ""-Oregon"", ""-Texas"", ""-Washington"", ""-New South Wales"", ""-Queensland"", ""-Western Australia"", ""-Amapa"", ""-Maranhao"", ""-Mato Grosso do Sul"", ""-Minas Gerais"", ""-Rondonia"", ""-Sao Paulo"")","0","","","Plantae"," Cucurbitaceae                            "," Cucumis                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""BS - Steppe climate"", ""BW - Desert climate"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","15","35","NA",NA,"300 - 1700","NA","NA"
"322","Coniothyrium glycines","red leaf blotch","https://www.cabi.org/isc/datasheet/17687","0","2","c(""Glycine max (soyabean)"", ""Neonotonia wightii (perennial soybean)"")","0","","","1957","0","","","0","","","Fungi"," Leptosphaeriaceae                                "," Coniothyrium                                    ","","0","0","0","0","","",""
"323","Claviceps gigantea","horse's tooth","https://www.cabi.org/isc/datasheet/13789","0","1","Zea mays (maize)","0","","Mexico","1973","2","c(""North America"", ""Mexico"")","character(0)","0","","","Fungi"," Clavicipitaceae                                "," Claviceps                                    ","Cw - Warm temperate climate with dry winter","NA","NA","NA",NA,NA,"NA","NA"
"324","Sicyos angulatus","burcucumber","https://www.cabi.org/isc/datasheet/49978","0","3","c(""Cucurbita (pumpkin)"", ""Glycine max (soyabean)"", ""Zea mays (maize)"")","0","","Romania","1850","77","c(""Asia"", ""China"", ""Georgia"", ""India"", ""Japan"", ""South Korea"", ""Taiwan"", ""Turkey"", ""Europe"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Croatia"", ""Federal Republic of Yugoslavia"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Italy"", ""Moldova"", ""Montenegro"", ""Poland"", ""Romania"", ""Serbia"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Canada"", ""Guadeloupe"", ""Martinique"", ""Mexico"", ""United States"")","c(""-Himachal Pradesh"", ""-Honshu"", ""-Shikoku"", ""-Ontario"", ""-Quebec"", ""-Alabama"", ""-Arkansas"", ""-Connecticut"", ""-Delaware"", ""-Florida"", ""-Georgia"", ""-Illinois"", ""-Indiana"", ""-Iowa"", ""-Kansas"", ""-Kentucky"", ""-Louisiana"", ""-Maine"", ""-Maryland"", ""-Massachusetts"", ""-Michigan"", ""-Minnesota"", ""-Mississippi"", ""-Missouri"", ""-Nebraska"", ""-New Hampshire"", ""-New Jersey"", ""-New York"", ""-North Carolina"", ""-North Dakota"", ""-Ohio"", ""-Oklahoma"", ""-Pennsylvania"", ""-Rhode Island"", ""-South Carolina"", ""-South Dakota"", 
""-Tennessee"", ""-Texas"", ""-Vermont"", ""-Virginia"", ""-West Virginia"", ""-Wisconsin"")","0","","","Plantae"," Cucurbitaceae                            "," Sicyos                                ","c(""Af - Tropical rainforest climate"", ""Cf - Warm temperate climate, wet all year"", ""Df - Continental climate, wet all year"")","15","35","NA",NA,NA,"NA","NA"
"325","Kabatiella zeae","eyespot","https://www.cabi.org/isc/datasheet/29297","0","1","Zea mays (maize)","0","","-Ontario","1969","41","c(""Asia"", ""China"", ""India"", ""Japan"", ""Europe"", ""Austria"", ""Bulgaria"", ""Croatia"", ""France"", ""Germany"", ""Poland"", ""Portugal"", ""Serbia and Montenegro"", ""Slovenia"", ""United Kingdom"", ""North America"", ""Canada"", ""United States"", ""Oceania"", ""New Zealand"", ""South America"", ""Argentina"", ""Brazil"")","c(""-Jilin"", ""-Yunnan"", ""-West Bengal"", ""-Hokkaido"", ""-Ontario"", ""-Quebec"", ""-Illinois"", ""-Indiana"", ""-Iowa"", ""-Michigan"", ""-Minnesota"", ""-New York"", ""-North Dakota"", ""-South Dakota"", ""-Wisconsin"", ""-Mato Grosso do Sul"", ""-Parana"", ""-Santa Catarina"")","0","","","Fungi"," Dothioraceae                                "," Kabatiella                                    ","NA","NA","NA","NA",NA,NA,"NA","NA"
"326","Spiroplasma kunkelii","corn stunt spiroplasma","https://www.cabi.org/isc/datasheet/50978","0","4","c(""Zea mays (maize)"", ""Zea mays subsp. mays (sweetcorn)"", ""Zea mays subsp. mexicana (teosinte)"", ""Zea perennis"")","0","","Peru","1979","27","c(""North America"", ""Belize"", ""El Salvador"", ""Guatemala"", ""Honduras"", ""Jamaica"", ""Mexico"", ""Nicaragua"", ""Panama"", ""United States"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Paraguay"", ""Peru"", ""Venezuela"")","c(""-California"", ""-Florida"", ""-Louisiana"", ""-Michigan"", ""-Mississippi"", ""-Ohio"", ""-Texas"", ""-Mato Grosso do Sul"", ""-Minas Gerais"")","0","","","Bacteria"," Spiroplasmataceae                    "," Spiroplasma                        ","NA","NA","NA","NA",NA,NA,"c(""Insect"", ""Insect"", ""Insect"", ""Insect"", ""Insect"")","c(""Dalbulus elimatus"", ""Dalbulus maidis"", ""Exitianus exitiosus"", ""Graminella nigrifrons"", ""Stirellus bicolor"")"
"327","Striga aspera","witchweed","https://www.cabi.org/isc/datasheet/51848","0","4","c(""Oryza sativa (rice)"", ""Sorghum bicolor (sorghum)"", ""Urochloa ramosa (browntop millet)"", ""Zea mays (maize)"")","0","","c(""Cameroon"", ""Mali"", ""Niger"", ""Nigeria"", ""Senegal"", ""Sudan"", ""Tanzania"")","1963","17","c(""Africa"", ""Benin"", ""Burkina Faso"", ""Cameroon"", ""Central African Republic"", ""Côte d'Ivoire"", ""Ethiopia"", ""Gambia"", ""Malawi"", ""Mali"", ""Niger"", ""Nigeria"", ""Senegal"", ""Sudan"", ""Tanzania"", ""Togo"")","Guinea-Bissau","0","","","Plantae"," Orobanchaceae                            "," Striga                                ","NA","NA","NA","NA",NA,NA,"NA","NA"
"328","Sesamia cretica","greater sugarcane borer","https://www.cabi.org/isc/datasheet/49749","0","8","c(""Oryza sativa (rice)"", ""Panicum miliaceum (millet)"", ""Pennisetum glaucum (pearl millet)"", ""Poaceae (grasses)"", ""Saccharum officinarum (sugarcane)"", ""Sorghum bicolor (sorghum)"", ""Triticum (wheat)"", ""Zea mays (maize)"")","0","","-Corsica","1953","62","c(""Africa"", ""Algeria"", ""Cameroon"", ""Chad"", ""Egypt"", ""Eritrea"", ""Ethiopia"", ""Kenya"", ""Libya"", ""Mali"", ""Morocco"", ""Niger"", ""Nigeria"", ""Somalia"", ""Sudan"", ""Togo"", ""Tunisia"", ""Asia"", ""China"", ""India"", ""Iran"", ""Iraq"", ""Israel"", ""Jordan"", ""Kyrgyzstan"", ""Lebanon"", ""Pakistan"", ""Saudi Arabia"", ""Sri Lanka"", ""Syria"", ""Tajikistan"", ""Thailand"", ""Turkey"", ""Uzbekistan"", ""Yemen"", ""Europe"", ""Albania"", ""Bulgaria"", ""Croatia"", ""France"", ""Greece"", ""Italy"", ""Montenegro"", ""North Macedonia"", ""Portugal"", ""Russia"", ""Serbia and Montenegro"", 
""Slovenia"", ""Spain"")","c(""-Yunnan"", ""-Himachal Pradesh"", ""-Madhya Pradesh"", ""-Maharashtra"", ""-Punjab"", ""-Sikkim"", ""-Uttar Pradesh"", ""-West Bengal"", ""-Corsica"", ""-Crete"", ""-Sardinia"", ""-Sicily"", ""-Canary Islands"")","0","","","Arthropoda"," Noctuidae                            "," Sesamia                                ","c(""A - Tropical/Megathermal climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""C - Temperate/Mesothermal climate"", ""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","NA","NA","NA",NA,NA,"NA","NA"
"329","Setaria faberi","giant foxtail","https://www.cabi.org/isc/datasheet/49767","0","8","c(""Glycine max (soyabean)"", ""Helianthus annuus (sunflower)"", ""Medicago sativa (lucerne)"", ""Prunus persica (peach)"", ""Solanum lycopersicum (tomato)"", ""Solanum tuberosum (potato)"", ""Vitis vinifera (grapevine)"", ""Zea mays (maize)"")","0","","Belgium","1856","54","c(""Asia"", ""China"", ""Japan"", ""South Korea"", ""Europe"", ""Austria"", ""Belarus"", ""Belgium"", ""Czechia"", ""France"", ""Lithuania"", ""Norway"", ""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Slovakia"", ""Spain"", ""Sweden"", ""United Kingdom"", ""North America"", ""Canada"", ""United States"")","c(""-Heilongjiang"", ""-Azores"", ""-Russian Far East"", ""-Ontario"", ""-Alabama"", ""-Arkansas"", ""-Connecticut"", ""-Delaware"", ""-Georgia"", ""-Illinois"", ""-Indiana"", ""-Iowa"", ""-Kansas"", ""-Kentucky"", ""-Louisiana"", ""-Maryland"", ""-Minnesota"", ""-Mississippi"", ""-Missouri"", ""-Nebraska"", ""-New Jersey"", ""-New York"", ""-North Carolina"", ""-Ohio"", ""-Oklahoma"", ""-Pennsylvania"", ""-Rhode Island"", ""-South Carolina"", ""-Tennessee"", ""-Virginia"", ""-West Virginia"")","0","","","Plantae"," Poaceae                            "," Setaria                                ","NA","NA","NA","NA",NA,NA,"NA","NA"
"330","Polygonum lapathifolium","pale persicaria","https://www.cabi.org/isc/datasheet/42689","0","20","c(""Allium cepa (onion)"", ""Apium graveolens (celery)"", ""Avena sativa (oats)"", ""Beta vulgaris var. saccharifera (sugarbeet)"", ""Brassica napus var. napus (rape)"", ""Brassica spp."", ""Daucus carota (carrot)"", ""Glycine max (soyabean)"", ""Helianthus annuus (sunflower)"", ""Hordeum (barleys)"", ""Linum (flax)"", ""Medicago sativa (lucerne)"", ""Ornithopus sativus (Bird's foot)"", ""Oryza sativa (rice)"", ""Pisum (pea)"", ""Solanum (nightshade)"", ""Solanum tuberosum (potato)"", ""Triticum aestivum (wheat)"", ""Vitis vinifera (grapevine)"", 
""Zea mays (maize)"")","0","","Chile","1851","111","c(""Africa"", ""Algeria"", ""Egypt"", ""Morocco"", ""Tunisia"", ""Zimbabwe"", ""Asia"", ""Afghanistan"", ""Armenia"", ""Azerbaijan"", ""Bhutan"", ""China"", ""Georgia"", ""India"", ""Indonesia"", ""Iran"", ""Iraq"", ""Israel"", ""Japan"", ""Jordan"", ""Kazakhstan"", ""Lebanon"", ""Mongolia"", ""Myanmar"", ""Nepal"", ""North Korea"", ""Pakistan"", ""South Korea"", ""Syria"", ""Taiwan"", ""Tajikistan"", ""Thailand"", ""Turkey"", ""Turkmenistan"", ""Uzbekistan"", ""Vietnam"", ""Europe"", ""Albania"", ""Austria"", ""Belarus"", ""Belgium"", ""Bosnia and Herzegovina"", ""Bulgaria"", ""Croatia"", 
""Cyprus"", ""Czechia"", ""Denmark"", ""Estonia"", ""Finland"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Iceland"", ""Ireland"", ""Italy"", ""Latvia"", ""Lithuania"", ""Moldova"", ""Montenegro"", ""Netherlands"", ""North Macedonia"", ""Norway"", ""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Serbia"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Canada"", ""Mexico"", ""Nicaragua"", ""United States"", ""Oceania"", ""Australia"", ""New Zealand"", ""South America"", ""Argentina"", ""Brazil"", 
""Chile"")","c(""-Assam"", ""-Himachal Pradesh"", ""-Jammu and Kashmir"", ""-Punjab"", ""-Sikkim"", ""-Uttar Pradesh"", ""-West Bengal"", ""-Corsica"", ""-Azores"", ""-Madeira"", ""-Russia (Europe)"", ""-Russian Far East"", ""-Siberia"", ""-Balearic Islands"", ""-Canary Islands"", ""-California"", ""-Illinois"", ""-Minnesota"", ""-Mississippi"", ""-North Carolina"", ""-Ohio"", ""-Oklahoma"", ""-Rio de Janeiro"", ""-Sao Paulo"")","0","","","Plantae"," Polygonaceae                            "," Polygonum                                ","NA","NA","NA","NA",NA,NA,"NA","NA"
"331","Urochloa platyphylla","broadleaf signalgrass","https://www.cabi.org/isc/datasheet/9669","0","5","c(""Arachis hypogaea (groundnut)"", ""Citrus"", ""Glycine max (soyabean)"", ""Oryza sativa (rice)"", ""Zea mays (maize)"")","0","","Trinidad and Tobago","1987","38","c(""Asia"", ""Japan"", ""Europe"", ""Belgium"", ""Denmark"", ""Spain"", ""United Kingdom"", ""North America"", ""Cuba"", ""Honduras"", ""Mexico"", ""Trinidad and Tobago"", ""United States"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Paraguay"", ""Uruguay"", ""Venezuela"")","c(""-Alabama"", ""-Arizona"", ""-Arkansas"", ""-Florida"", ""-Georgia"", ""-Illinois"", ""-Kentucky"", ""-Louisiana"", ""-Maryland"", ""-Mississippi"", ""-Missouri"", ""-North Carolina"", ""-Oklahoma"", ""-South Carolina"", ""-Tennessee"", ""-Texas"", ""-Virginia"", ""-Ceara"")","0","","","Plantae"," Poaceae                            "," Brachiaria                                ","c(""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","-9","NA","NA",NA,NA,"NA","NA"
"332","Rattus tanezumi","Asian house rat","https://www.cabi.org/isc/datasheet/66732","0","4","c(""Cocos nucifera (coconut)"", ""Musa spp."", ""Oryza sativa (rice)"", ""Zea mays (maize)"")","0","","c(""South Africa"", ""China"", ""India"", ""Japan"", ""Laos"", ""Myanmar"", ""Nepal"", ""Pakistan"", ""Philippines"", ""Sri Lanka"", ""Taiwan"", ""Vietnam"", ""United States"", ""Papua New Guinea"")","2011","28","c(""Africa"", ""South Africa"", ""Asia"", ""Afghanistan"", ""Bangladesh"", ""Bhutan"", ""Cambodia"", ""China"", ""India"", ""Indonesia"", ""Japan"", ""Laos"", ""Malaysia"", ""Myanmar"", ""Nepal"", ""North Korea"", ""Pakistan"", ""Philippines"", ""South Korea"", ""Sri Lanka"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""United States"", ""Oceania"", ""Fiji"", ""Papua New Guinea"")","character(0)","0","","",NA," Muridae                            Subfamily: Murinae                                "," Rattus                                    ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""Aw - Tropical wet and dry savanna climate"", ""BW - Desert climate"", ""BS - Steppe climate"", ""Cw - Warm temperate climate with dry winter"", ""Cf - Warm temperate climate, wet all year"", ""Dwa - Hot summer continental climate"", ""Dfa - Hot summer continental climate"")","NA","NA","0","2000",NA,"NA","NA"
"333","Amaranthus tuberculatus","rough-fruited water-hemp","https://www.cabi.org/isc/datasheet/112200","0","2","c(""Glycine max (soyabean)"", ""Zea mays (maize)"")","0","","Jordan","1990","68","c(""Asia"", ""Israel"", ""Jordan"", ""Europe"", ""Belgium"", ""Bosnia and Herzegovina"", ""Croatia"", ""Czechia"", ""Denmark"", ""Finland"", ""Germany"", ""Italy"", ""Netherlands"", ""Romania"", ""Russia"", ""Spain"", ""Sweden"", ""Ukraine"", ""North America"", ""Canada"", ""United States"")","c(""-British Columbia"", ""-Manitoba"", ""-Ontario"", ""-Prince Edward Island"", ""-Quebec"", ""-Alabama"", ""-Arkansas"", ""-California"", ""-Colorado"", ""-Connecticut"", ""-Delaware"", ""-Georgia"", ""-Idaho"", ""-Illinois"", ""-Indiana"", ""-Iowa"", ""-Kansas"", ""-Kentucky"", ""-Louisiana"", ""-Maine"", ""-Maryland"", ""-Massachusetts"", ""-Michigan"", ""-Minnesota"", ""-Mississippi"", ""-Missouri"", ""-Montana"", ""-Nebraska"", ""-Nevada"", ""-New Hampshire"", ""-New Jersey"", ""-New Mexico"", ""-New York"", ""-North Carolina"", ""-North Dakota"", ""-Ohio"", ""-Oklahoma"", 
""-Pennsylvania"", ""-South Carolina"", ""-South Dakota"", ""-Tennessee"", ""-Texas"", ""-Vermont"", ""-Virginia"", ""-Washington"", ""-West Virginia"", ""-Wisconsin"")","0","","","Plantae"," Amaranthaceae                            "," Amaranthus                                ","c(""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Ds - Continental climate with dry summer"")","-3","0","NA",NA,NA,"NA","NA"
"334","Taraxacum officinale complex","dandelion","https://www.cabi.org/isc/datasheet/52773","0","24","c(""Aronia melanocarpa (black chokeberry)"", ""Beta vulgaris (beetroot)"", ""Brassica napus var. napus (rape)"", ""Daucus carota (carrot)"", ""Fragaria ananassa (strawberry)"", ""Glycine max (soyabean)"", ""Hordeum vulgare (barley)"", ""Lactuca sativa (lettuce)"", ""Lolium perenne (perennial ryegrass)"", ""Malus domestica (apple)"", ""Medicago sativa (lucerne)"", ""Mentha piperita (Peppermint)"", ""Nicotiana tabacum (tobacco)"", ""Phaseolus (beans)"", ""Poa pratensis (smooth meadow-grass)"", ""Poaceae (grasses)"", ""Pyrus communis (European pear)"", 
""Secale cereale (rye)"", ""Solanum tuberosum (potato)"", ""Trifolium pratense (red clover)"", ""Trifolium repens (white clover)"", ""Triticum aestivum (wheat)"", ""Vitis vinifera (grapevine)"", ""Zea mays (maize)"")","0","","Jamaica","1910","171","c(""Africa"", ""Madagascar"", ""Mauritius"", ""Morocco"", ""South Africa"", ""Tunisia"", ""Zambia"", ""Zimbabwe"", ""Antarctica"", ""Antarctica"", ""Asia"", ""Afghanistan"", ""Armenia"", ""China"", ""India"", ""Iraq"", ""Israel"", ""Japan"", ""Jordan"", ""Kazakhstan"", ""Mongolia"", ""Nepal"", ""Pakistan"", ""Philippines"", ""Singapore"", ""South Korea"", ""Sri Lanka"", ""Taiwan"", ""Turkey"", ""Uzbekistan"", ""Vietnam"", ""Europe"", ""Austria"", ""Belarus"", ""Belgium"", ""Bulgaria"", ""Croatia"", ""Czechia"", ""Czechoslovakia"", ""Federal Republic of Yugoslavia"", ""Denmark"", 
""Finland"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Iceland"", ""Ireland"", ""Italy"", ""Latvia"", ""Lithuania"", ""Netherlands"", ""Norway"", ""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Canada"", ""Costa Rica"", ""Cuba"", ""El Salvador"", ""Guatemala"", ""Honduras"", ""Jamaica"", ""Mexico"", ""Puerto Rico"", ""United States"", ""Oceania"", ""Australia"", ""Cook Islands"", ""Fiji"", ""New Caledonia"", ""New Zealand"", ""Niue"", ""Pitcairn"", 
""Tonga"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Chile"", ""Colombia"", ""Ecuador"", ""Peru"", ""Uruguay"", ""Venezuela"")","c(""-Himachal Pradesh"", ""-Jammu and Kashmir"", ""-Uttar Pradesh"", ""-Alberta"", ""-British Columbia"", ""-Manitoba"", ""-New Brunswick"", ""-Newfoundland and Labrador"", ""-Northwest Territories"", ""-Nova Scotia"", ""-Nunavut"", ""-Ontario"", ""-Prince Edward Island"", ""-Quebec"", ""-Saskatchewan"", ""-Yukon"", ""-Alabama"", ""-Alaska"", ""-Arizona"", ""-Arkansas"", ""-California"", ""-Colorado"", ""-Connecticut"", ""-Delaware"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Idaho"", ""-Illinois"", ""-Indiana"", ""-Iowa"", ""-Kansas"", ""-Kentucky"", ""-Louisiana"", 
""-Maine"", ""-Maryland"", ""-Massachusetts"", ""-Michigan"", ""-Minnesota"", ""-Mississippi"", ""-Missouri"", ""-Montana"", ""-Nebraska"", ""-Nevada"", ""-New Hampshire"", ""-New Jersey"", ""-New Mexico"", ""-New York"", ""-North Carolina"", ""-North Dakota"", ""-Ohio"", ""-Oklahoma"", ""-Oregon"", ""-Pennsylvania"", ""-Rhode Island"", ""-South Carolina"", ""-South Dakota"", ""-Tennessee"", ""-Texas"", ""-Utah"", ""-Vermont"", ""-Virginia"", ""-Washington"", ""-West Virginia"", ""-Wisconsin"", ""-Wyoming"", ""-New South Wales"", ""-Northern Territory"", ""-Queensland"", 
""-South Australia"", ""-Tasmania"", ""-Victoria"", ""-Western Australia"", ""-Acre"", ""-Minas Gerais"", ""-Parana"", ""-Santa Catarina"")","0","","","Plantae"," Asteraceae                            "," Taraxacum                                ","NA","4","27","NA",NA,"90 - 2780","NA","NA"
