"","Scientific name","Common name","URL","EPPO.Codes","CABI.Estimated.hosts","CABI.Host.range","EPPO.Estimated.hosts","EPPO.Host.range","First.Outbreak","First.Year.Reported","CABI.Number.of.Locations","CABI.Countries.Located","CABI.States.Located","EPPO.Number.of.Locations","EPPO.States.Located","EPPO.Countries.Located","Agent.type","Family","Genus","Climate.associated","Temp.Min","Temp.Max","Alititude.Lower","Alititude.Upper","Rainfall.Regime","Vector.type","Vector.agent"
"310","Candidatus Phytoplasma palmae","lethal yellowing (LY)","https://www.cabi.org/isc/datasheet/38647","0","53","c(""Adonidia merrillii (Christmas palm)"", ""Aiphanes lindeniana (ruffle palm)"", ""Allagoptera arenaria (Kutze seashore palm)"", ""Arenga engleri"", ""Bismarckia nobilis"", ""Borassus flabellifer (toddy palm)"", ""Brahea brandegeei"", ""Caryota mitis"", ""Caryota rumphiana"", ""Chelyocarpus chuco (round leaf palm)"", ""Chrysalidocarpus cabadae"", ""Coccothrinax readii"", ""Cocos"", ""Cocos nucifera (coconut)"", ""Copernicia alba"", ""Corypha taliera (Buri palm)"", ""Corypha utan (gebang palm)"", ""Crysophila warsecewiczii (Rootspine palm)"", 
""Cyanthillium cinereum (little ironweed)"", ""Cyphophoenix nucele (Lifou palm)"", ""Dictyosperma album"", ""Dypsis cabadae (Cabada palm)"", ""Dypsis decaryi (triangle palm)"", ""Gaussia attenuata (Puerto Rican Gaussia palm)"", ""Howea belmoreana"", ""Howea forsteriana (paradise palm)"", ""Hyophorbe verschaffeltii (spindle palm)"", ""Latania"", ""Latania lontaroides"", ""Livistona chinensis (Chinese fan palm)"", ""Livistona rotundifolia"", ""Nannorrhops ritchieana"", ""Phoenix canariensis (Canary Island date palm)"", ""Phoenix dactylifera (date-palm)"", 
""Phoenix reclinata (senegal date palm)"", ""Phoenix rupicola"", ""Phoenix sylvestris (east Indian wine palm)"", ""Pritchardia maideniana (Kona palm)"", ""Pritchardia pacifica"", ""Pritchardia remota (Remota loula palm)"", ""Pritchardia thurstonii (Thurston palm)"", ""Pseudophoenix sargentii"", ""Ravenea hildebrandtii (Hildebrants palm)"", ""Roystonea regia (cuban royal palm)"", ""Sabal mexicana"", ""Syagrus romanzoffiana (queen palm)"", ""Syagrus schizophylla"", ""Thrinax radiata"", ""Trachycarpus fortunei (chinese windmill palm)"", 
""Veitchia arecina"", ""Veitchia macdanielsii"", ""Washingtonia robusta (mexican washington-palm)"", ""Wodyetia bifurcata (foxtail palm)"")","0","","Cayman Islands","1834","30","c(""Africa"", ""Benin"", ""Cameroon"", ""Côte d'Ivoire"", ""Ghana"", ""Kenya"", ""Mozambique"", ""Nigeria"", ""Tanzania"", ""Togo"", ""Europe"", ""North America"", ""Antigua and Barbuda"", ""Belize"", ""Cayman Islands"", ""Cuba"", ""Dominican Republic"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Mexico"", ""Netherlands Antilles"", ""Saint Kitts and Nevis"", ""United States"", ""Oceania"", ""South America"")","c(""-Florida"", ""-Louisiana"")","0","","","Bacteria"," Acholeplasmataceae                    "," Candidatus Phytoplasma                        ","NA","NA","NA","NA",NA,NA,"Insect","Haplaxius crudus"
"311","Parmentiera aculeata","cucumber tree","https://www.cabi.org/isc/datasheet/86635881","0","1","Zea mays (maize)","0","","c(""Puerto Rico"", ""United States"", ""-Florida"")","1974","31","c(""Africa"", ""Kenya"", ""Tanzania"", ""Uganda"", ""Asia"", ""Indonesia"", ""Philippines"", ""Singapore"", ""North America"", ""Belize"", ""Cuba"", ""Dominican Republic"", ""El Salvador"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Mexico"", ""Nicaragua"", ""Puerto Rico"", ""Trinidad and Tobago"", ""United States"", ""Oceania"", ""Australia"", ""South America"", ""Colombia"", ""Venezuela"")","c(""-Java"", ""-Florida"", ""-Hawaii"", ""-Queensland"")","0","","","Plantae"," Bignoniaceae                            "," Parmentiera                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"")","21","30","NA",NA,"100 - 1500","NA","NA"
"312","Opogona sacchari","banana moth","https://www.cabi.org/isc/datasheet/37683","0","31","c(""Alpinia"", ""Ananas comosus (pineapple)"", ""Bambusa (bamboo)"", ""Begonia"", ""Bougainvillea spectabilis (great bougainvillea)"", ""Bromeliaceae"", ""Cactaceae (cacti)"", ""Capsicum (peppers)"", ""Chamaedorea"", ""Chamaedorea elegans (parlour palm)"", ""Cordyline"", ""Dieffenbachia (dumbcanes)"", ""Dioscorea (yam)"", ""Dracaena"", ""Eucalyptus spp."", ""Euphorbia pulcherrima (poinsettia)"", ""Ficus"", ""Heliconia"", ""Hippeastrum"", ""Maranta (arrowroot)"", ""Musa (banana)"", ""Philodendron"", ""Polyphagous (polyphagous)"", ""Saccharum officinarum (sugarcane)"", 
""Saintpaulia (african violet)"", ""Sansevieria (snake plant)"", ""Sinningia speciosa (gloxinia)"", ""Solanum melongena (aubergine)"", ""Strelitzia"", ""Yucca"", ""Zea mays (maize)"")","0","","c(""Mauritius"", ""Saint Helena"", ""Seychelles"", ""-Madeira"", ""-Canary Islands"")","1925","53","c(""Africa"", ""Cabo Verde"", ""Madagascar"", ""Mauritius"", ""Morocco"", ""Nigeria"", ""Réunion"", ""Saint Helena"", ""Seychelles"", ""South Africa"", ""Asia"", ""China"", ""Israel"", ""Japan"", ""Europe"", ""Cyprus"", ""Germany"", ""Italy"", ""Netherlands"", ""Poland"", ""Portugal"", ""Russia"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""North America"", ""Barbados"", ""Bermuda"", ""Guadeloupe"", ""Honduras"", ""United States"", ""South America"", ""Brazil"", ""Peru"", ""Venezuela"")","c(""-Beijing"", ""-Guangdong"", ""-Hebei"", ""-Zhejiang"", ""-Bonin Islands"", ""-Honshu"", ""-Kyushu"", ""-Ryukyu Islands"", ""-Shikoku"", ""-Azores"", ""-Madeira"", ""-Central Russia"", ""-Canary Islands"", ""-England"", ""-Florida"", ""-Hawaii"", ""-Santa Catarina"", ""-Sao Paulo"")","0","","","Arthropoda"," Tineidae                            "," Opogona                                ","c(""A - Tropical/Megathermal climate"", ""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""C - Temperate/Mesothermal climate"", ""Cf - Warm temperate climate, wet all year"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"")","NA","NA","NA",NA,NA,"NA","NA"
"313","Canavalia ensiformis","jack bean","https://www.cabi.org/isc/datasheet/14486","0","NA","NA","0","","French Guiana","1946","71","c(""Africa"", ""Madagascar"", ""Mozambique"", ""Zimbabwe"", ""Asia"", ""Bhutan"", ""China"", ""India"", ""Japan"", ""Malaysia"", ""Philippines"", ""Taiwan"", ""North America"", ""Barbados"", ""Belize"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""Papua New Guinea"", ""South America"", 
""Argentina"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Guangdong"", ""-Hainan"", ""-Tamil Nadu"", ""-Alabama"", ""-Arizona"", ""-Arkansas"", ""-District of Columbia"", ""-Florida"", ""-Georgia"", ""-Hawaii"", ""-Kansas"", ""-Mississippi"", ""-Oklahoma"", ""-Texas"", ""-Amazonas"", ""-Bahia"", ""-Distrito Federal"", ""-Minas Gerais"", ""-Para"", ""-Parana"", ""-Pernambuco"", ""-Rio de Janeiro"")","0","","","Plantae"," Fabaceae                            Subfamily: Papilionoideae                                "," Canavalia                                    ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"")","15","30","NA",NA,"800 - 2000","NA","NA"
"314","Anguina tritici","wheat seed gall nematode","https://www.cabi.org/isc/datasheet/5388","0","8","c(""Avena sativa (oats)"", ""Hordeum vulgare (barley)"", ""Secale cereale (rye)"", ""Triticum (wheat)"", ""Triticum aestivum (wheat)"", ""Triticum dicoccum"", ""Triticum spelta (spelt)"", ""Triticum turgidum (durum wheat)"")","0","","Italy","1920","63","c(""Africa"", ""Egypt"", ""Ethiopia"", ""Asia"", ""Afghanistan"", ""Azerbaijan"", ""China"", ""India"", ""Iran"", ""Iraq"", ""Israel"", ""Pakistan"", ""Saudi Arabia"", ""South Korea"", ""Syria"", ""Taiwan"", ""Turkey"", ""Europe"", ""Austria"", ""Bulgaria"", ""Croatia"", ""Cyprus"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Ireland"", ""Italy"", ""Lithuania"", ""Netherlands"", ""Poland"", ""Romania"", ""Russia"", ""Serbia"", ""Serbia and Montenegro"", ""Slovenia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Oceania"", ""Australia"", 
""New Zealand"", ""South America"")","c(""-Anhui"", ""-Guizhou"", ""-Hebei"", ""-Henan"", ""-Jiangsu"", ""-Shandong"", ""-Zhejiang"", ""-Bihar"", ""-Delhi"", ""-Haryana"", ""-Jammu and Kashmir"", ""-Madhya Pradesh"", ""-Punjab"", ""-Rajasthan"", ""-Uttar Pradesh"", ""-Russian Far East"", ""-Western Australia"")","0","","","Nematoda"," Anguinidae                        "," Anguina                            ","NA","NA","NA","NA",NA,NA,"NA","NA"
"315","Bipolaris victoriae","Victoria blight of oats","https://www.cabi.org/isc/datasheet/14698","0","26","c(""Agropyron cristatum (crested wheatgrass)"", ""Agrostis (bentgrasses)"", ""Avena sativa (oats)"", ""Dactylis glomerata (cocksfoot)"", ""Digitaria ciliaris (southern crabgrass)"", ""Eleusine (goosegrass)"", ""Eleusine coracana (finger millet)"", ""Festuca rubra (red fescue)"", ""Glycine max (soyabean)"", ""Hordeum vulgare (barley)"", ""Linum usitatissimum (flax)"", ""Nephrolepis biserrata"", ""Oryza (rice (generic level))"", ""Oryza sativa (rice)"", ""Panicum virgatum"", ""Paspalum notatum (Bahia grass)"", ""Paspalum scrobiculatum (ricegrass paspalum)"", 
""Phalaris arundinacea (reed canary grass)"", ""Phleum pratense (timothy grass)"", ""Poa alpina"", ""Setaria viridis (green foxtail)"", ""Sorghum bicolor (sorghum)"", ""Thinopyrum elongatum"", ""Triticum (wheat)"", ""Triticum aestivum (wheat)"", ""Zea mays (maize)"")","0","","c(""-Louisiana"", ""-Nebraska"")","1948","44","c(""Africa"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""India"", ""Iran"", ""Malaysia"", ""Nepal"", ""Saudi Arabia"", ""Europe"", ""Germany"", ""Ireland"", ""Netherlands"", ""Switzerland"", ""United Kingdom"", ""North America"", ""Canada"", ""United States"", ""Oceania"", ""Australia"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"")","c(""-Bihar"", ""-Uttarakhand"", ""-West Bengal"", ""-Peninsular Malaysia"", ""-Scotland"", ""-California"", ""-Florida"", ""-Georgia"", ""-Idaho"", ""-Iowa"", ""-Louisiana"", ""-Maryland"", ""-Massachusetts"", ""-Minnesota"", ""-Montana"", ""-Nebraska"", ""-New York"", ""-Texas"", ""-Wisconsin"", ""-Queensland"")","0","","","Fungi"," Pleosporaceae                                "," Bipolaris                                    ","c(""Af - Tropical rainforest climate"", ""As - Tropical savanna climate with dry summer"", ""C - Temperate/Mesothermal climate"", ""Cf - Warm temperate climate, wet all year"", ""Cw - Warm temperate climate with dry winter"", ""Cs - Warm temperate climate with dry summer"", ""D - Continental/Microthermal climate"", ""Ds - Continental climate with dry summer"", ""Dw - Continental climate with dry winter"", ""Df - Continental climate, wet all year"")","NA","NA","NA",NA,NA,"NA","NA"
"316","Diuraphis noxia","Russian wheat aphid","https://www.cabi.org/isc/datasheet/9887","0","9","c(""Avena fatua (wild oat)"", ""Avena sativa (oats)"", ""Hordeum vulgare (barley)"", ""Poaceae (grasses)"", ""Secale cereale (rye)"", ""Sorghum halepense (Johnson grass)"", ""Triticale"", ""Triticum aestivum (wheat)"", ""Triticum turgidum (durum wheat)"")","0","","c(""-Central Russia"", ""-Russia (Europe)"")","1914","79","c(""Africa"", ""Algeria"", ""Egypt"", ""Ethiopia"", ""Kenya"", ""Libya"", ""Morocco"", ""South Africa"", ""Zimbabwe"", ""Asia"", ""Afghanistan"", ""China"", ""Iran"", ""Iraq"", ""Israel"", ""Jordan"", ""Kazakhstan"", ""Kyrgyzstan"", ""Pakistan"", ""Saudi Arabia"", ""Syria"", ""Turkey"", ""Uzbekistan"", ""Yemen"", ""Europe"", ""Albania"", ""Bulgaria"", ""Croatia"", ""Czechia"", ""France"", ""Germany"", ""Greece"", ""Hungary"", ""Italy"", ""Moldova"", ""North Macedonia"", ""Portugal"", ""Russia"", ""Serbia and Montenegro"", ""Slovakia"", ""Spain"", ""Ukraine"", ""North America"", ""Canada"", 
""Mexico"", ""United States"", ""Oceania"", ""Australia"", ""South America"", ""Argentina"", ""Chile"")","c(""-Xinjiang"", ""-Madeira"", ""-Central Russia"", ""-Russia (Europe)"", ""-Alberta"", ""-British Columbia"", ""-Saskatchewan"", ""-Arizona"", ""-California"", ""-Colorado"", ""-Idaho"", ""-Kansas"", ""-Montana"", ""-Nebraska"", ""-Nevada"", ""-New Mexico"", ""-North Dakota"", ""-Oklahoma"", ""-Oregon"", ""-South Dakota"", ""-Texas"", ""-Utah"", ""-Washington"", ""-Wisconsin"", ""-Wyoming"", ""-New South Wales"", ""-South Australia"", ""-Victoria"")","0","","","Arthropoda"," Aphididae                                    "," Diuraphis                                        ","NA","NA","NA","NA",NA,NA,"NA","NA"
"317","Lagenaria siceraria","bottle gourd","https://www.cabi.org/isc/datasheet/30556","0","NA","NA","0","","Bhutan","1783","161","c(""Africa"", ""Algeria"", ""Angola"", ""Benin"", ""Botswana"", ""Burkina Faso"", ""Burundi"", ""Cameroon"", ""Central African Republic"", ""Chad"", ""Congo, Democratic Republic of the"", ""Congo, Republic of the"", ""Côte d'Ivoire"", ""Egypt"", ""Eritrea"", ""Eswatini"", ""Ethiopia"", ""Gabon"", ""Gambia"", ""Ghana"", ""Guinea"", ""Kenya"", ""Liberia"", ""Libya"", ""Madagascar"", ""Malawi"", ""Mauritius"", ""Mozambique"", ""Namibia"", ""Nigeria"", ""Réunion"", ""Rwanda"", ""Senegal"", ""Seychelles"", ""Sierra Leone"", ""Somalia"", ""South Africa"", ""Tanzania"", ""Togo"", 
""Uganda"", ""Zambia"", ""Zimbabwe"", ""Asia"", ""Bangladesh"", ""Bhutan"", ""Cambodia"", ""China"", ""India"", ""Indonesia"", ""Iran"", ""Japan"", ""Malaysia"", ""Myanmar"", ""Pakistan"", ""Philippines"", ""Singapore"", ""South Korea"", ""Taiwan"", ""Thailand"", ""Turkey"", ""Vietnam"", ""Yemen"", ""Europe"", ""Croatia"", ""Czechia"", ""France"", ""Greece"", ""Hungary"", ""Italy"", ""Portugal"", ""Serbia"", ""Slovakia"", ""Spain"", ""Sweden"", ""North America"", ""Anguilla"", ""Barbados"", ""Belize"", ""British Virgin Islands"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", 
""El Salvador"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Netherlands Antilles"", ""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Saint Vincent and the Grenadines"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""Australia"", ""Fiji"", ""New Zealand"", ""Papua New Guinea"", ""Solomon Islands"", ""Vanuatu"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Paraguay"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Rodrigues"", ""-Guangxi"", ""-Liaoning"", ""-Zhejiang"", ""-Assam"", ""-Bihar"", ""-Chhattisgarh"", ""-Gujarat"", ""-Himachal Pradesh"", ""-Karnataka"", ""-Kerala"", ""-Madhya Pradesh"", ""-Maharashtra"", ""-Odisha"", ""-Tamil Nadu"", ""-Uttar Pradesh"", ""-West Bengal"", ""-Corsica"", ""-Azores"", ""-Alabama"", ""-Arizona"", ""-Arkansas"", ""-Florida"", ""-Georgia"", ""-Illinois"", ""-Kentucky"", ""-Louisiana"", ""-Massachusetts"", ""-Mississippi"", ""-Missouri"", ""-New York"", ""-North Carolina"", ""-Pennsylvania"", ""-South Carolina"", ""-Texas"", ""-Virginia"", 
""-Bahia"", ""-Distrito Federal"", ""-Goias"", ""-Minas Gerais"", ""-Rio de Janeiro"", ""-Rio Grande do Sul"", ""-Sao Paulo"")","0","","","Plantae"," Cucurbitaceae                            "," Lagenaria                                ","c(""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"", ""BS - Steppe climate"", ""BW - Desert climate"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"", ""Cf - Warm temperate climate, wet all year"")","19","27","NA",NA,"700 - 2800","NA","NA"
"318","Maranta arundinacea","arrowroot","https://www.cabi.org/isc/datasheet/32455","0","NA","NA","0","","c(""Antigua and Barbuda"", ""Dominica"", ""Grenada"", ""Guadeloupe"", ""Martinique"", ""Montserrat"", ""Netherlands Antilles"", ""Saint Lucia"", ""Saint Martin"", ""Saint Pierre and Miquelon"", ""Saint Vincent and the Grenadines"")","2007","78","c(""Africa"", ""Equatorial Guinea"", ""Gabon"", ""Guinea"", ""Kenya"", ""Madagascar"", ""Mauritius"", ""Réunion"", ""Asia"", ""Bangladesh"", ""Cambodia"", ""China"", ""India"", ""Indonesia"", ""Laos"", ""Malaysia"", ""Philippines"", ""Singapore"", ""Taiwan"", ""Thailand"", ""Vietnam"", ""North America"", ""Antigua and Barbuda"", ""Bahamas"", ""Belize"", ""Bermuda"", ""Costa Rica"", ""Cuba"", ""Dominica"", ""Dominican Republic"", ""El Salvador"", ""Grenada"", ""Guadeloupe"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Jamaica"", ""Martinique"", ""Mexico"", ""Montserrat"", ""Netherlands Antilles"", 
""Nicaragua"", ""Panama"", ""Puerto Rico"", ""Saint Lucia"", ""Saint Martin"", ""Saint Pierre and Miquelon"", ""Saint Vincent and the Grenadines"", ""Trinidad and Tobago"", ""U.S. Virgin Islands"", ""United States"", ""Oceania"", ""Cook Islands"", ""Samoa"", ""Tonga"", ""South America"", ""Brazil"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Peru"", ""Suriname"", ""Venezuela"")","c(""-Guangdong"", ""-Guangxi"", ""-Hainan"", ""-Yunnan"", ""-Assam"", ""-Bihar"", ""-Kerala"", ""-Madhya Pradesh"", ""-Maharashtra"", ""-Odisha"", ""-Tamil Nadu"", ""-Uttar Pradesh"", ""-Uttarakhand"", ""-Florida"")","0","","","Plantae"," Marantaceae                            "," Maranta                                ","c(""Af - Tropical rainforest climate"", ""Am - Tropical monsoon climate"", ""As - Tropical savanna climate with dry summer"", ""Aw - Tropical wet and dry savanna climate"")","5","NA","NA",NA,"700 - 4000","NA","NA"
"319","Anthonomus grandis","Mexican cotton boll weevil","https://www.cabi.org/isc/datasheet/5735","0","13","c(""Abutilon (Indian mallow)"", ""Cienfuegosia"", ""Eragrostis curvula (weeping lovegrass)"", ""Gossypium (cotton)"", ""Gossypium barbadense (Gallini cotton)"", ""Gossypium hirsutum (Bourbon cotton)"", ""Hampea nutricia"", ""Hibiscus (rosemallows)"", ""Hibiscus syriacus (shrubby althaea)"", ""Opuntia lindheimeri (Lindheimer pricklypear)"", ""Poaceae (grasses)"", ""Prosopis glandulosa (honey mesquite)"", ""Thespesia populnea (portia tree)"")","0","","Venezuela","1949","39","c(""Africa"", ""Europe"", ""North America"", ""Belize"", ""Costa Rica"", ""Cuba"", ""Dominican Republic"", ""El Salvador"", ""Guatemala"", ""Haiti"", ""Honduras"", ""Martinique"", ""Mexico"", ""Nicaragua"", ""Saint Kitts and Nevis"", ""United States"", ""South America"", ""Argentina"", ""Bolivia"", ""Brazil"", ""Colombia"", ""Paraguay"", ""Venezuela"")","c(""-Texas"", ""-Alagoas"", ""-Bahia"", ""-Ceara"", ""-Distrito Federal"", ""-Goias"", ""-Maranhao"", ""-Mato Grosso"", ""-Mato Grosso do Sul"", ""-Minas Gerais"", ""-Paraiba"", ""-Parana"", ""-Pernambuco"", ""-Piaui"", ""-Rio Grande do Norte"", ""-Sao Paulo"")","0","","","Arthropoda"," Curculionidae                            "," Anthonomus                                ","NA","NA","NA","NA",NA,NA,"NA","NA"
"320","Cornu aspersum","common garden snail","https://www.cabi.org/isc/datasheet/26821","0","101","c(""Actinidia chinensis (Chinese gooseberry)"", ""Alcea"", ""Allium"", ""Allium cepa (onion)"", ""Alnus (alders)"", ""Alyssum (alison)"", ""Apium nodiflorum"", ""Avena sativa (oats)"", ""Beta vulgaris (beetroot)"", ""Brassica oleracea var. capitata (cabbage)"", ""Brassica sp."", ""Calibrachoa"", ""Campanula lusitanica"", ""Capsicum (peppers)"", ""Cardamine pratensis (cuckooflower (UK))"", ""Carlina vulgaris (carline thistle)"", ""Citrus"", ""Coleostephus myconis"", ""Consolida"", ""Conyza canadensis (Canadian fleabane)"", ""Coriandrum sativum (coriander)"", 
""Crataegus monogyna (hawthorn)"", ""Dahlia"", ""Daucus carota (carrot)"", ""Delphinium (larkspur)"", ""Dianthus (carnation)"", ""Eryngium campestre"", ""Eupatorium cannabinum"", ""Foeniculum vulgare (fennel)"", ""Fragaria ananassa (strawberry)"", ""Fragaria vesca (wild strawberry)"", ""Geum sylvaticum"", ""Glandora diffusa"", ""Hedera helix (ivy)"", ""Helianthus annuus (sunflower)"", ""Heracleum sphondylium (bears breech)"", ""Hordeum vulgare (barley)"", ""Humulus lupulus (hop)"", ""Hypochaeris radicata (cat's ear)"", ""Iberis (candytuft)"", 
""Juncus effusus (common rush)"", ""Laburnum anagyroides (laburnum)"", ""Lactuca sativa (lettuce)"", ""Lathyrus (Vetchling)"", ""Lathyrus odoratus (sweet pea)"", ""Lilium (lily)"", ""Lotus corniculatus (bird's-foot trefoil)"", ""Malus domestica (apple)"", ""Matthiola incana (stock)"", ""Medicago lupulina (black medick)"", ""Mentha suaveolens"", ""Nasturtium"", ""Nasturtium officinale (watercress)"", ""Opuntia ficus-indica (prickly pear)"", ""Origanum vulgare subsp. virens"", ""Penstemon"", ""Pentaglottis sempervirens (evergreen bugloss)"", 
""Persea americana (avocado)"", ""Petunia"", ""Phaseolus vulgaris (common bean)"", ""Phlox"", ""Pilosella officinarum (mouse-ear hawkweed)"", ""Pisum sativum (pea)"", ""Plantago lanceolata (ribwort plantain)"", ""Plantago major (broad-leaved plantain)"", ""Poaceae (grasses)"", ""Polygonum persicaria (redshank)"", ""Polyphagous (polyphagous)"", ""Primula sieboldii (Primrose)"", ""Prunus armeniaca (apricot)"", ""Prunus spinosa (blackthorn)"", ""Pyrus communis (European pear)"", ""Ranunculus repens (creeping buttercup)"", ""Raphanus sativus (radish)"", 
""Reseda phyteuma"", ""Ribes nigrum (blackcurrant)"", ""Rosa (roses)"", ""Rosmarinus officinalis (rosemary)"", ""Rubus (blackberry, raspberry)"", ""Rubus fruticosus (blackberry)"", ""Rumex acetosa (sour dock)"", ""Rumex obtusifolius (broad-leaved dock)"", ""Sanguisorba minor"", ""Silene vulgaris (bladder campion)"", ""Solanum lycopersicum (tomato)"", ""Sonchus asper (spiny sow-thistle)"", ""Taraxacum officinale complex (dandelion)"", ""Thymus vulgaris (thyme)"", ""Trifolium alexandrinum (Berseem clover)"", ""Trifolium angustifolium (narrow-leaf clover)"", 
""Trifolium pratense (red clover)"", ""Trifolium repens (white clover)"", ""Triticum (wheat)"", ""Urtica dioica (stinging nettle)"", ""Verbena (vervain)"", ""Vicia sativa (common vetch)"", ""Viola (violet)"", ""Vitis vinifera (grapevine)"", ""Yucca"", ""Zea mays (maize)"", ""Zinnia"")","0","","-Maine","1839","126","c(""Africa"", ""Algeria"", ""Egypt"", ""Lesotho"", ""Libya"", ""Mauritius"", ""Morocco"", ""Réunion"", ""Saint Helena"", ""Seychelles"", ""South Africa"", ""Tunisia"", ""Zimbabwe"", ""Asia"", ""China"", ""Israel"", ""Lebanon"", ""Philippines"", ""Saudi Arabia"", ""Syria"", ""Thailand"", ""Turkey"", ""Uzbekistan"", ""Europe"", ""Albania"", ""Andorra"", ""Austria"", ""Belarus"", ""Belgium"", ""Bosnia and Herzegovina"", ""Bulgaria"", ""Croatia"", ""Cyprus"", ""Czechia"", ""Denmark"", ""Estonia"", ""Federal Republic of Yugoslavia"", ""France"", ""Germany"", ""Gibraltar"", ""Greece"", 
""Hungary"", ""Ireland"", ""Italy"", ""Liechtenstein"", ""Luxembourg"", ""Malta"", ""Moldova"", ""Montenegro"", ""Netherlands"", ""North Macedonia"", ""Norway"", ""Poland"", ""Portugal"", ""Romania"", ""Russia"", ""Serbia"", ""Serbia and Montenegro"", ""Slovakia"", ""Slovenia"", ""Spain"", ""Sweden"", ""Switzerland"", ""Ukraine"", ""United Kingdom"", ""North America"", ""Canada"", ""Haiti"", ""Martinique"", ""Mexico"", ""United States"", ""Oceania"", ""Australia"", ""French Polynesia"", ""New Caledonia"", ""New Zealand"", ""Norfolk Island"", ""Pitcairn"", ""South America"", 
""Argentina"", ""Brazil"", ""Chile"", ""Colombia"", ""Ecuador"", ""French Guiana"", ""Guyana"", ""Peru"", ""Uruguay"", ""Venezuela"")","c(""-Hebei"", ""-Corsica"", ""-Sardinia"", ""-Sicily"", ""-Azores"", ""-Madeira"", ""-Balearic Islands"", ""-Canary Islands"", ""-Channel Islands"", ""-England"", ""-Wales"", ""-British Columbia"", ""-Arizona"", ""-California"", ""-Hawaii"", ""-Idaho"", ""-Kentucky"", ""-Louisiana"", ""-Maine"", ""-Massachusetts"", ""-Michigan"", ""-Nevada"", ""-New Mexico"", ""-New York"", ""-Oregon"", ""-South Carolina"", ""-Texas"", ""-Utah"", ""-Virginia"", ""-Washington"", ""-New South Wales"", ""-Northern Territory"", ""-Queensland"", ""-South Australia"", ""-Tasmania"", ""-Victoria"", 
""-Western Australia"")","0","","",NA," Helicidae                                    "," Cornu                                        ","c(""Aw - Tropical wet and dry savanna climate"", ""Cs - Warm temperate climate with dry summer"", ""Cw - Warm temperate climate with dry winter"", ""Ds - Continental climate with dry summer"")","-5","NA","NA",NA,"100 - 4000","NA","NA"
